,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
114,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,0.0,0.0,0.0,0.0,0.0,0.0,4243.8,4089.96,9776.81,16198.6,11760.61,28563.16,14415.58,13780.65,9554.86,5892.23,2959.07,5921.33,6849.31,1636.38,4164.65,1076.98
115,54,NORTE DE SANTANDER,54003,ÁBREGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,54,NORTE DE SANTANDER,54250,EL TARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.6,0.0,637.85,699.92,0.0,314.43,688.17,797.04,225.89,0.0,0.0,0.0,0.0,0.0,0.0
117,54,NORTE DE SANTANDER,54261,EL ZULIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,54,NORTE DE SANTANDER,54344,HACARÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,0.0,0.0,17.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,54,NORTE DE SANTANDER,54670,SAN CALIXTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.19,35.28,95.67,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,54,NORTE DE SANTANDER,54720,SARDINATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.8,0.0,519.97,1344.22,67.85,405.97,247.28,133.29,276.16,0.0,0.0,0.0,0.0,0.0,0.0
121,54,NORTE DE SANTANDER,54800,TEORAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.19,47.13,0.0,0.0,293.43,96.03,106.55,0.0,0.0,0.0,0.0,0.0,0.0
122,54,NORTE DE SANTANDER,54810,TIBÚ,0.0,0.0,0.0,0.0,0.0,0.0,9584.0,9234.9,9186.37,12496.91,3479.24,656.74,870.67,1454.39,1777.17,1178.37,13.15,0.0,0.0,0.0,0.0,0.0
123,68,SANTANDER,68081,BARRANCABERMEJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,68,SANTANDER,68092,BETULIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,68,SANTANDER,68101,BOLÍVAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.14,1346.27,1443.19,1225.19,59.35,275.9,116.67,0.0,0.0,0.0,0.0,0.0
126,68,SANTANDER,68190,CIMITARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,34.26,24.38,160.05,176.41,461.3,23.38,86.38,0.0,0.0,0.0,0.0
127,68,SANTANDER,68250,EL PEÑÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.41,199.81,0.0,0.0,49.15,0.0,0.0,0.0,0.0,0.0,0.0
128,68,SANTANDER,68271,FLORIÁN,0.0,0.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,68,SANTANDER,68385,LANDÁZURI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.83,25.8,112.75,0.0,16.72,0.0,0.0,0.0,0.0,0.0,0.0
130,68,SANTANDER,68773,SUCRE,0.0,0.0,0.0,0.0,0.0,0.0,375.8,0.0,0.0,0.0,201.26,389.34,342.09,183.18,132.92,413.13,0.0,5.24,0.0,0.0,0.0,0.0
131,76,VALLE DEL CAUCA,76563,PRADERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,81,ARAUCA,81065,ARAUQUITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9894.09,3917.74,1511.51,928.96,1854.35,1375.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,81,ARAUCA,81300,FORTUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557.86,867.17,135.09,259.0,403.11,724.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,81,ARAUCA,81591,PUERTO RONDÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.36,0.0,32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,81,ARAUCA,81736,SARAVENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.34,534.58,150.15,300.51,132.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,81,ARAUCA,81794,TAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.99,370.65,61.97,136.69,64.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,86,PUTUMAYO,86001,MOCOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.58,74.61,44.56,149.16,42.71,0.0,65.81,0.0,46.45,171.8,44.16,0.0
138,86,PUTUMAYO,86320,ORITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6194.9,33813.97,1860.41,2137.7,345.5,3583.85,4443.69,4221.78,918.96,2702.14,903.79,1373.24,1631.45,1138.05,1048.75
139,86,PUTUMAYO,86568,PUERTO ASÍS,0.0,0.0,0.0,0.0,0.0,0.0,183.7,0.0,13446.41,1113.54,3445.46,2925.07,4192.84,5147.26,1376.73,449.44,1369.6,1165.43,1027.3,1398.39,3069.73,3203.98
140,86,PUTUMAYO,86757,SAN MIGUEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8246.91,5194.9,2728.03,94.42,1040.87,3996.93,544.99,0.0,0.0,0.0,0.0,0.0,0.0,254.61,354.89
141,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,0.0,0.0,0.0,0.0,0.0,0.0,2721.7,16845.47,6106.86,2224.29,4925.99,2229.42,11406.1,9991.92,1272.17,159.61,451.28,1991.45,486.5,717.84,4131.38,1611.35
142,05,ANTIOQUIA,05031,AMALFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.82,251.09,148.93,200.69,144.28,233.28,248.98,0.0,19.19,60.08
143,05,ANTIOQUIA,05045,APARTADÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.69,0.0,0.0,3.99,26.56
144,05,ANTIOQUIA,05107,BRICEÑO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.03,0.0,0.0,0.0,0.0,186.07,17.09,0.0,0.0,0.0
145,05,ANTIOQUIA,05604,REMEDIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.82,146.7,169.24,0.0,91.3,86.98
146,05,ANTIOQUIA,05649,SAN CARLOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,50.92,0.0,0.0
147,05,ANTIOQUIA,05670,SAN ROQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0
148,13,BOLÍVAR,13006,ACHÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,230.11,228.56,226.37,95.27,0.0,0.0,67.23
149,13,BOLÍVAR,13458,MONTECRISTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14,2265.02,827.73,653.34,965.59,1044.08,1055.82,122.24,266.31,246.75
150,13,BOLÍVAR,13654,SAN JACINTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.59,0.0,0.0,0.0,0.0,0.0,36.05,28.62
151,13,BOLÍVAR,13810,TIQUISIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.92,0.0,259.42,174.55,79.35,160.7,397.15,46.9,0.0,146.8
152,15,BOYACÁ,15442,MARIPÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,17,CALDAS,17495,NORCASIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.09,0.0,0.0,0.0,0.0,0.0,0.0
154,17,CALDAS,17541,PENSILVANIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,18,CAQUETÁ,18479,MORELIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.15,0.0,0.0,10.0,0.0,0.0,0.0
156,19,CAUCA,19318,GUAPÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.88,0.0,2937.65,1928.44,3810.27,3504.17,2079.17,434.38,873.6,294.15
157,19,CAUCA,19418,LÓPEZ DE MICAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,0.0,0.0,1447.45,4164.14,922.19,1846.93,1523.42,543.39,744.33
158,19,CAUCA,19473,MORALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,0.0,0.0,0.0,0.0
159,19,CAUCA,19622,ROSAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.15,123.69,0.0,0.0,0.0
160,19,CAUCA,19809,TIMBIQUÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.16,0.0,1777.08,5725.89,5745.06,5641.51,4756.62,1054.86,1092.21,318.0
161,23,CÓRDOBA,23574,PUERTO ESCONDIDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,23,CÓRDOBA,23807,TIERRALTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.48,514.44,377.5,137.89,75.3,596.93,265.55,736.4,19.12,137.77
163,27,CHOCÓ,27025,ALTO BAUDÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.58,813.73,356.99,1399.68,118.73
164,27,CHOCÓ,27077,BAJO BAUDÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.74,983.36,539.98,540.1,113.95
165,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.1,133.97,354.1,208.51,87.27
166,27,CHOCÓ,27361,ISTMINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122.1,6269.73,2697.23,1530.96,857.75
167,27,CHOCÓ,27430,MEDIO BAUDÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.31,853.38,0.0,568.34,261.25
168,27,CHOCÓ,27491,NÓVITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.72,1985.21,445.98,545.69,281.78
169,27,CHOCÓ,27600,RÍO QUITO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.77,62.97,66.84,95.05,3.67
170,50,META,50683,SAN JUAN DE ARAMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.49,0.0,0.0,157.23,0.53,0.0,29.81,0.0,26.21,9.8
171,52,NARIÑO,52083,BELÉN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,52,NARIÑO,52110,BUESACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,52,NARIÑO,52227,CUMBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,52,NARIÑO,52233,CUMBITARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610.43,1111.44,177.37,620.23,448.07,0.0,13.89,18.56,0.0,0.0
175,52,NARIÑO,52260,EL TAMBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,52,NARIÑO,52385,LA LLANADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.13,0.0,203.76,58.88,40.15,44.81
177,52,NARIÑO,52418,LOS ANDES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.53,5.45,0.0,0.0,0.0,0.0,803.05,35.2,163.44,51.91
178,52,NARIÑO,52473,MOSQUERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.52,395.78,251.94,0.0,469.2,31.74,445.04,1384.21,1363.96,133.24
179,52,NARIÑO,52540,POLICARPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.4,503.53,354.99,114.29,321.77,0.0,0.0,0.0,0.0,0.0
180,52,NARIÑO,52678,SAMANIEGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,227.86,0.0,73.98,361.8,88.22,36.87
181,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,52,NARIÑO,52696,SANTA BÁRBARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2873.03,1134.58,3055.55,828.95,2722.21,1088.47,186.26,546.68,414.44,192.93
183,52,NARIÑO,52786,TAMINANGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,54,NORTE DE SANTANDER,54128,CÁCHIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.17,78.19,0.0,0.0,0.0,0.0,0.0
185,54,NORTE DE SANTANDER,54385,LA ESPERANZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.08,57.16,0.0,0.0,0.0,0.0,0.0
186,68,SANTANDER,68255,EL PLAYÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,6.18,0.0,0.0,0.0,0.0,0.0
187,68,SANTANDER,68377,LA BELLEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.83,72.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,68,SANTANDER,68573,PUERTO PARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7,37.47,2.49,0.0,0.0,0.0,0.0,0.0
189,68,SANTANDER,68745,SIMACOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,4.31,0.0,0.0,0.0,0.0,0.0
190,76,VALLE DEL CAUCA,76109,BUENAVENTURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.69,892.83,1993.44,410.26,36.78
191,05,ANTIOQUIA,05038,ANGOSTURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.35
192,05,ANTIOQUIA,05125,CAICEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.39
193,05,ANTIOQUIA,05134,CAMPAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.14,0.0,0.0,0.0
194,05,ANTIOQUIA,05172,CHIGORODÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.95,0.0,0.0
195,05,ANTIOQUIA,05475,MURINDÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.12,0.0,0.0
196,05,ANTIOQUIA,05480,MUTATÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0
197,05,ANTIOQUIA,05665,SAN PEDRO DE URABÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74
198,05,ANTIOQUIA,05837,TURBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,115.25,0.0,198.84
199,05,ANTIOQUIA,05858,VEGACHÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62,0.0,0.0,0.0
200,05,ANTIOQUIA,05873,VIGÍA DEL FUERTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.98,0.0,0.0
201,05,ANTIOQUIA,05885,YALÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0
202,05,ANTIOQUIA,05887,YARUMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0
203,13,BOLÍVAR,13490,NOROSÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24
204,19,CAUCA,19392,LA SIERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13,0.0,0.0,0.0
205,23,CÓRDOBA,23001,MONTERÍA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58,0.0,0.0,0.0
206,23,CÓRDOBA,23555,PLANETA RICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,0.0
207,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,99.95
208,23,CÓRDOBA,23855,VALENCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,0.0,8.87,27.87
209,25,CUNDINAMARCA,25839,UBALÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.02,0.0,0.0
210,27,CHOCÓ,27001,QUIBDÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.12,135.13,29.08,68.63
211,27,CHOCÓ,27006,ACANDÍ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.39,0.0,0.0
212,27,CHOCÓ,27099,BOJAYÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0
213,27,CHOCÓ,27150,CARMEN DEL DARIÉN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.89,0.0,0.0
214,27,CHOCÓ,27160,CÉRTEGUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19
215,27,CHOCÓ,27205,CONDOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.04
216,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.99,969.59,180.4,145.17
217,27,CHOCÓ,27425,MEDIO ATRATO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.13,46.85
218,27,CHOCÓ,27450,MEDIO SAN JUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.68,224.56,1852.66,517.95
219,27,CHOCÓ,27580,RÍO IRÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39
220,27,CHOCÓ,27615,RIOSUCIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.86,0.0,2.44
221,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.56,120.67,28.04,129.0
222,27,CHOCÓ,27787,TADÓ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,24.74
223,27,CHOCÓ,27800,UNGUÍA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.4,0.0,0.0
224,27,CHOCÓ,27810,UNIÓN PANAMERICANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.12
225,52,NARIÑO,52207,CONSACÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.71,0.0
226,52,NARIÑO,52254,EL PEÑOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15,0.0
227,52,NARIÑO,52411,LINARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66,0.0
228,52,NARIÑO,52683,SANDONÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.18,0.0
229,76,VALLE DEL CAUCA,76100,BOLÍVAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,58.32,11.31,0.0
230,76,VALLE DEL CAUCA,76126,CALIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.59,116.17,66.07,0.0
231,76,VALLE DEL CAUCA,76233,DAGUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,101.0,12.14,48.96
232,76,VALLE DEL CAUCA,76250,EL DOVIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0
233,76,VALLE DEL CAUCA,76890,YOTOCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.51
234,86,PUTUMAYO,86755,SAN FRANCISCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.78,0.0,0.0
