,CODDEPTO,DEPARTAMENTO,CODMPIO,ENTIDAD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
244,19,CAUCA,19548,PIENDAMÓ,4414.34,4352.42,6808.18,5993.61,6899.8,7222.73,7600.83,10220.99,10341.67,12493.14,13415.33,12293.86,19130.61,32116.37,28445.63,32552.59,31954.65,38748.07,42891.38,46252.91,49800.15,55778.19
245,19,CAUCA,19573,PUERTO TEJADA,5030.79,6041.71,6067.71,6177.96,7713.91,9519.21,10604.76,11555.69,15130.41,18647.04,18460.01,16377.39,21985.74,23394.12,28689.88,29485.59,28688.35,45395.25,42193.05,41842.41,43714.97,47376.6
246,19,CAUCA,19585,PURACÉ,3708.69,3472.11,4481.62,4656.42,4947.06,5784.67,5197.65,6345.46,7467.02,9211.58,8347.59,6789.13,11470.12,13634.4,13054.93,20269.53,16139.04,17399.49,17674.24,23259.21,20718.36,22178.39
247,19,CAUCA,19622,ROSAS,3105.47,2579.15,3667.21,3220.02,3402.25,3664.26,3111.6,4419.46,5059.81,5998.06,6380.75,6925.57,8204.46,10622.64,12940.01,16949.46,12610.87,18080.72,13038.25,15616.7,16315.88,19326.95
248,19,CAUCA,19693,SAN SEBASTIÁN,2237.63,2365.39,3841.46,3191.03,3564.91,4438.32,4515.17,4745.24,6468.81,8040.85,7331.34,7659.29,9680.48,12672.57,14607.76,18384.38,13245.29,18977.23,15884.31,17167.17,18201.63,17085.95
249,19,CAUCA,19698,SANTANDER DE QUILICHAO,9034.4,11962.14,14177.56,11860.08,13217.3,15176.36,19987.79,18375.97,25594.38,29579.45,35934.69,36273.01,41369.32,57624.33,56391.21,65428.34,68186.17,70760.58,90158.27,91090.58,95546.62,109585.91
250,19,CAUCA,19701,SANTA ROSA,2455.0,2386.5,2622.51,3041.87,3094.61,4314.11,3814.92,4188.29,4934.84,6003.43,4935.91,6222.0,5489.68,7216.81,11528.69,13362.21,8003.71,11050.29,10024.33,11106.68,11119.52,12339.79
251,19,CAUCA,19743,SILVIA,4135.86,4957.65,7411.98,9029.96,9651.68,13497.69,10793.14,12141.48,12522.42,14288.15,12580.4,17962.57,21232.28,38783.65,24395.8,28917.41,29735.47,28170.77,34067.89,35716.49,35767.22,41271.02
252,19,CAUCA,19760,SOTARÁ,2403.12,2690.97,4320.95,3874.09,3865.75,4536.85,4938.54,5092.9,6637.47,6853.04,6684.0,7311.66,8002.64,12023.62,15374.82,13588.46,17024.08,17702.57,15976.14,17496.68,18855.97,20305.69
253,19,CAUCA,19780,SUÁREZ,0.0,4173.66,8550.92,5315.38,6390.92,8310.89,6479.69,6591.54,8980.07,11878.38,12366.6,,12996.07,15958.43,18436.78,22148.85,18536.52,30230.1,24627.84,35743.45,26993.54,31007.73
254,19,CAUCA,19785,SUCRE,992.65,2229.4,2451.26,2663.14,2337.26,3807.41,3467.88,3386.73,4804.11,6347.27,6834.68,6309.54,9369.8,13025.2,14335.03,11820.38,15404.13,18558.53,18148.16,20223.03,16637.98,22228.05
255,19,CAUCA,19807,TIMBÍO,5992.96,5284.02,6234.41,5140.58,5556.49,7307.82,7648.45,8641.18,9696.97,12838.7,11602.3,12236.8,17656.81,23505.22,26251.62,24946.8,25582.14,28813.07,32263.22,35225.12,37425.9,43206.54
256,19,CAUCA,19809,TIMBIQUÍ,3270.8,5044.9,0.0,5523.78,7102.54,7574.3,8356.06,8290.22,12777.53,13725.93,13207.98,14933.98,20898.06,29368.66,26309.08,35679.58,27730.11,28921.13,29246.03,36152.7,32882.89,38633.08
257,19,CAUCA,19821,TORIBÍO,4565.44,5158.58,7179.19,6365.4,7993.8,8305.87,6332.83,9252.63,11160.58,12343.5,10220.54,12799.99,17846.63,20675.94,22158.49,29839.26,30067.62,28865.36,37048.93,40044.27,41502.31,45238.49
258,19,CAUCA,19824,TOTORÓ,2376.98,3665.64,4183.38,3603.72,4466.85,4999.1,5946.41,6712.92,7457.34,9910.4,9166.06,9457.61,12584.56,15788.99,22400.19,21613.1,19124.99,24032.08,22200.81,32351.75,24264.11,26916.03
259,19,CAUCA,19845,VILLA RICA,1566.36,3328.37,2959.28,4421.88,5055.26,6960.13,9178.75,8390.13,10087.43,12473.69,10401.71,10702.65,12325.77,18000.77,22071.03,23996.32,25561.93,30666.19,22878.46,32297.76,31449.45,32694.46
260,20,CESAR,20000,CESAR,5933.9,7488.02,8331.76,11799.06,13056.35,16344.55,15864.68,19954.05,22473.42,28469.11,29153.91,29098.47,35124.46,58923.71,59744.62,60878.53,54656.75,56511.83,1005648.63,989262.25,894739.16,900884.31
261,20,CESAR,20001,VALLEDUPAR,47709.26,50079.1,69519.5,110101.16,133292.96,153308.84,161511.25,191918.29,213649.8,231995.24,261469.92,292239.11,369751.1,502080.47,539681.67,548550.94,568024.51,638083.68,676073.13,742177.81,737275.11,1201198.13
262,20,CESAR,20011,AGUACHICA,12368.86,11112.82,16853.61,19636.34,15892.28,24601.31,27749.49,27473.61,29537.47,30319.05,35925.28,32655.15,44137.96,57689.82,70012.82,78849.52,73322.09,88892.58,105571.88,112773.68,102729.93,110103.02
263,20,CESAR,20013,AGUSTÍN CODAZZI,0.0,9016.29,13707.81,8999.29,14094.93,14400.49,18114.54,18603.81,22958.59,28953.69,28641.88,26016.95,35400.23,50822.39,38968.67,65830.25,49960.69,66248.83,70098.72,38939.57,65529.89,79550.43
264,20,CESAR,20032,ASTREA,0.0,4516.89,6196.41,5331.19,6199.71,6959.42,7869.79,10699.3,10558.93,10786.25,9978.71,6813.22,15473.86,20260.96,21518.82,22283.57,27026.26,27105.24,27009.09,24400.34,28066.3,29846.42
265,20,CESAR,20045,BECERRIL,3957.29,3010.62,5178.38,4367.21,5940.29,2603.63,6434.63,9650.79,10540.42,17409.34,22455.33,20239.7,39398.69,53102.89,71294.84,50470.61,56199.97,40099.0,39669.99,41377.39,32580.21,52469.49
266,20,CESAR,20060,BOSCONIA,6155.26,5402.72,7505.19,6422.14,6468.03,7956.1,9504.44,10871.16,11700.44,15520.21,18993.37,18274.32,21207.76,28252.62,34398.53,35216.83,40878.34,42038.11,40190.87,40537.68,49856.05,49562.15
267,20,CESAR,20175,CHIMICHAGUA,0.0,7673.52,9148.77,7806.21,6626.73,9207.11,9772.92,14343.76,13575.48,16466.33,14794.55,18941.17,20918.03,26814.64,30091.68,33791.57,32717.67,30611.29,32808.62,38066.55,38923.76,49327.42
268,20,CESAR,20178,CHIRIGUANÁ,6070.08,6087.38,0.0,18008.9,20672.64,40374.82,12353.5,49129.74,66283.55,76858.37,66422.56,41076.41,19599.67,100748.6,139059.53,147719.63,100112.7,29375.52,36119.36,118295.27,114074.21,77327.62
269,20,CESAR,20228,CURUMANÍ,0.0,4267.94,7311.31,7613.6,8150.08,10292.79,11252.62,12127.9,11516.16,14874.55,15849.84,15656.82,19212.63,28089.38,28610.47,30986.74,35638.32,36004.09,40447.02,33334.82,41097.91,44357.32
270,20,CESAR,20238,EL COPEY,5287.16,5141.54,6426.31,4864.94,5473.11,7306.16,8489.34,10744.64,9912.83,11470.53,12120.63,14780.98,16456.77,26093.93,23676.16,29147.28,21308.94,26506.26,31049.13,31522.76,31595.59,34028.88
271,20,CESAR,20250,EL PASO,4444.02,6567.92,10047.3,8383.75,7424.3,9150.92,12555.4,15910.14,21825.9,20750.78,23231.14,27154.56,25493.79,48569.73,26773.07,34670.56,45903.56,33730.39,51618.84,49426.4,46659.25,49048.31
272,20,CESAR,20295,GAMARRA,3688.67,4753.39,5046.8,2666.1,6015.76,5717.08,6723.49,8177.83,5010.49,7974.93,10079.79,6658.9,11710.71,16354.43,14389.16,20574.41,15694.94,19279.37,19459.34,25197.47,19430.84,23874.58
273,20,CESAR,20310,GONZÁLEZ,3096.25,2948.53,4071.82,3629.75,3325.46,3549.78,3670.88,5576.56,4621.17,4469.96,4716.14,4125.55,6123.24,8081.51,10974.02,9885.58,9582.05,8381.41,14804.43,14285.46,13570.58,13205.91
274,20,CESAR,20383,LA GLORIA,5227.86,5832.04,7391.31,5835.82,6288.41,6963.83,7398.71,8016.12,8920.08,9745.19,10537.42,9498.11,12519.56,15564.57,16311.5,23381.3,18317.79,16788.19,20663.76,34439.21,21302.32,29285.58
275,20,CESAR,20400,LA JAGUA DE IBIRICO,22247.95,23793.08,0.0,32042.23,28624.79,44743.93,23031.77,23351.67,31453.23,99936.99,77246.55,57972.11,75504.37,312583.33,213310.49,166017.19,52580.39,68828.17,110101.68,164254.66,90497.76,137263.22
276,20,CESAR,20443,MANAURE,0.0,2636.04,0.0,2916.78,3302.67,4290.2,4438.04,5873.51,5999.5,7558.2,6759.83,8703.33,11016.24,14437.22,12993.79,16478.84,13118.85,14771.58,21520.87,14111.6,27009.22,19590.24
277,20,CESAR,20517,PAILITAS,0.0,4220.99,4371.21,5951.65,6612.64,6268.65,7208.11,9390.11,9266.98,11126.52,11127.25,10837.12,10367.95,16366.29,19088.74,23303.93,19732.8,20948.21,22576.36,0.0,23942.21,28923.24
278,20,CESAR,20550,PELAYA,4435.5,3684.69,5138.9,4359.9,5420.44,5880.3,6650.14,8417.34,7581.03,9718.65,10911.48,16395.99,9125.73,19167.99,17473.32,21943.78,23916.69,20547.0,25065.61,27743.15,29590.89,28928.55
279,20,CESAR,20570,PUEBLO BELLO,2118.99,0.0,3231.91,4158.45,3728.98,6663.28,7276.16,7616.53,10499.62,13023.36,14012.93,16739.89,19760.02,23990.62,25730.92,25824.09,30333.72,29169.12,35537.7,41345.46,34957.43,61016.74
280,20,CESAR,20614,RÍO DE ORO,5168.37,4982.14,5075.24,5655.63,5676.04,6370.75,7986.67,9357.51,8039.83,9544.75,8772.59,8950.11,10224.9,9557.65,11796.21,18862.04,20122.1,21543.43,22394.27,28250.63,23825.89,21479.39
281,20,CESAR,20621,LA PAZ,3761.03,4227.79,0.0,4981.57,5942.46,8252.68,8397.29,9940.63,10177.26,13792.91,14664.2,11400.46,21167.95,18687.55,26852.87,26984.2,25240.83,29741.47,38256.63,32153.76,29261.81,37201.77
282,20,CESAR,20710,SAN ALBERTO,5051.44,4260.21,5453.53,5406.51,5497.78,7057.42,8258.87,10196.22,11497.57,12846.02,12338.17,14637.82,19398.66,26586.66,27085.51,31732.93,26227.71,26382.15,25384.81,26669.45,26606.43,27835.55
283,20,CESAR,20750,SAN DIEGO,3568.44,4316.75,5279.5,5336.31,5484.15,5629.31,5324.43,5762.05,7086.3,9130.2,9237.19,10883.97,10853.82,13482.37,27690.64,15095.09,16888.8,18103.23,23972.95,21796.11,21899.07,25581.42
284,20,CESAR,20770,SAN MARTÍN,0.0,5187.84,5240.77,5341.9,5369.64,6447.24,8523.84,9332.4,12966.53,19252.12,20077.83,26268.9,21505.17,23023.56,30141.86,28376.73,23712.71,38389.28,33326.11,41958.67,40628.34,35483.79
285,20,CESAR,20787,TAMALAMEQUE,3991.03,3480.34,6098.33,5159.12,4884.56,4617.74,6120.64,6369.73,6656.48,8203.68,8483.13,10541.18,11782.65,12683.66,15690.27,15985.76,19856.28,21228.13,26436.9,23612.92,23008.34,25681.94
286,23,CÓRDOBA,23000,CÓRDOBA,10352.84,9777.28,10502.39,14642.34,17935.3,18624.54,23812.09,26965.01,30736.07,33482.03,35904.69,40945.16,48554.51,66925.86,70123.88,71099.49,69239.92,74480.79,1235974.88,1195718.38,1240016.31,1340628.88
287,23,CÓRDOBA,23001,MONTERÍA,61683.73,45131.78,56148.79,119146.11,135922.83,167585.69,222608.5,230662.72,298132.61,292548.81,338167.28,332223.42,443256.21,530830.8,536675.86,657222.75,634496.63,708906.42,742902.94,890250.69,934686.15,924685.75
288,23,CÓRDOBA,23068,AYAPEL,11602.59,10836.56,0.0,11916.3,14186.14,13733.77,16897.85,19298.18,23677.9,24702.12,37555.53,30464.57,32320.84,38615.31,58390.06,63478.04,64566.24,55998.46,56282.56,61057.77,62923.95,60483.05
289,23,CÓRDOBA,23079,BUENAVISTA,0.0,0.0,6838.14,6753.62,10539.33,11553.93,13098.79,16675.12,14978.52,14449.45,0.0,20595.53,17767.41,32811.18,45988.54,28256.67,21980.39,25037.91,31990.97,31426.03,44494.58,41764.47
290,23,CÓRDOBA,23090,CANALETE,0.0,3955.59,7110.0,4148.7,4965.73,5440.86,6620.14,7164.49,10350.14,12013.2,12970.31,18542.91,19472.25,28521.75,29115.21,31303.82,21538.29,24363.67,26411.67,30845.5,30186.15,37214.54
291,23,CÓRDOBA,23162,CERETÉ,12563.42,13215.19,16672.37,13764.57,20872.81,17473.5,20076.47,20390.34,30540.28,33024.59,33640.36,,48215.97,70621.28,79769.87,75853.98,67391.05,86173.11,95377.19,99022.27,98048.54,129510.95
292,23,CÓRDOBA,23168,CHIMÁ,0.0,2739.76,4073.04,3388.66,4232.23,2223.73,3958.19,7344.55,8046.82,8312.11,10154.6,13523.97,12748.33,15931.75,14371.09,13470.85,14480.78,20929.27,17671.17,17025.13,22372.23,23560.16
293,23,CÓRDOBA,23182,CHINÚ,10526.59,11741.53,11978.56,9160.17,10073.03,11500.19,13739.37,11295.31,15130.5,19815.89,21980.28,23722.46,43265.96,39846.52,40965.74,57192.1,45022.56,44747.9,47729.77,52023.59,57970.31,65557.49
294,23,CÓRDOBA,23189,CIÉNAGA DE ORO,7438.9,7297.97,6811.59,6847.81,8011.59,7787.45,10063.34,12781.09,18869.81,23674.17,27844.44,23506.7,44383.27,40211.18,54098.93,57178.73,51925.96,56319.53,104010.13,117280.36,99397.22,73983.9
295,23,CÓRDOBA,23300,COTORRA,4187.31,3978.88,4990.16,5197.36,5209.27,6315.55,7374.82,7889.4,13731.28,16892.01,15471.06,18440.88,23097.25,29411.24,21760.01,21877.44,18368.43,25091.97,25702.73,31357.63,27308.48,24795.87
296,23,CÓRDOBA,23350,LA APARTADA,9121.92,4566.09,5080.09,5056.46,8589.3,0.0,12249.33,16772.8,14877.15,13561.9,13422.32,15700.89,19809.32,24256.32,37837.06,22355.49,24875.47,25477.01,17793.54,21911.78,21554.27,25840.27
297,23,CÓRDOBA,23417,LORICA,13692.21,15027.35,4336.11,34004.87,47321.46,47610.42,53831.66,58631.66,72467.38,94890.21,96360.65,102090.03,122472.16,156230.08,155714.1,173397.22,185444.96,188979.06,193814.13,229751.91,240203.37,248070.64
298,23,CÓRDOBA,23419,LOS CÓRDOBAS,5261.4,4077.53,4869.88,4032.38,4902.04,0.0,6099.67,8055.08,10934.95,15396.45,18401.36,24283.63,16939.14,26180.18,39649.51,20167.23,31181.82,24253.55,28796.34,29083.53,32404.61,30458.16
299,23,CÓRDOBA,23464,MOMIL,0.0,3752.23,4528.32,4215.64,5530.12,6403.81,6447.56,7954.66,9675.6,10625.38,11007.78,13930.35,14707.18,21672.59,30905.32,24026.94,21068.52,19113.65,22877.4,21151.13,26396.26,25676.62
300,23,CÓRDOBA,23466,MONTELÍBANO,17250.6,14266.2,21788.11,21715.02,30639.31,32025.89,38491.41,64863.83,47929.74,31934.76,20554.64,27597.16,55279.69,173361.45,137205.21,78519.14,134934.58,86124.6,92144.63,97603.02,96524.12,90508.88
301,23,CÓRDOBA,23500,MOÑITOS,5436.16,5107.97,0.0,6247.72,6733.49,7870.18,8712.63,9587.52,14482.31,15009.31,16704.8,,21565.44,26806.42,29861.75,35992.05,28414.14,26345.55,30113.26,37709.84,32437.2,38992.16
302,23,CÓRDOBA,23555,PLANETA RICA,12605.92,12750.71,14468.91,16615.31,21070.63,19041.07,21342.74,31745.64,27867.91,29253.81,34888.71,42502.21,48170.01,79186.44,77739.28,70174.55,63062.06,70175.95,77183.43,78050.27,87575.97,91747.6
303,23,CÓRDOBA,23570,PUEBLO NUEVO,9926.08,9757.63,9904.46,10665.81,12191.52,13248.34,16224.34,21183.36,22445.51,22743.29,24391.57,26398.85,28333.8,32306.8,42058.08,42836.89,50057.92,39124.95,43122.06,49216.43,48352.83,48008.34
304,23,CÓRDOBA,23574,PUERTO ESCONDIDO,0.0,0.0,0.0,4806.53,6280.11,6608.26,10518.85,11267.82,13942.09,18018.44,17827.34,21306.35,23365.4,24990.31,27677.2,28410.24,34449.28,27975.73,29475.06,30325.83,47263.9,40476.8
305,23,CÓRDOBA,23580,PUERTO LIBERTADOR,17166.44,6010.52,0.0,8745.95,12443.13,13613.32,8668.93,6906.61,0.0,13791.87,18237.01,22527.19,31464.95,41148.87,44728.98,62543.11,50975.66,54428.88,53349.79,59352.58,67331.6,76911.65
306,23,CÓRDOBA,23586,PURÍSIMA,3756.18,3572.31,4151.41,4494.02,3945.99,5682.32,7130.07,8430.53,11746.82,10212.27,10992.74,15714.9,16478.04,27322.01,23774.22,15240.24,18719.4,26805.86,22275.79,21492.53,22684.14,26718.36
307,23,CÓRDOBA,23660,SAHAGÚN,16016.42,23784.61,29547.63,38426.31,45766.98,46061.42,56818.48,54570.12,55272.47,86094.85,79853.95,83348.09,104191.92,155962.01,152214.5,140786.58,146018.05,172033.19,184617.42,203061.66,204005.43,220061.39
308,23,CÓRDOBA,23670,SAN ANDRÉS SOTAVENTO,12978.33,10194.83,16243.65,10086.79,11023.5,13957.19,13193.46,19345.75,31243.76,23772.11,26565.51,29244.09,30426.83,38369.57,40280.52,42077.43,41126.9,45496.07,44020.04,55835.6,53342.88,59939.55
309,23,CÓRDOBA,23672,SAN ANTERO,45232.37,22069.67,22758.87,18973.89,24297.94,19605.16,30319.26,29262.57,40958.75,29526.49,43855.24,73109.15,46004.8,56662.92,68060.04,59850.02,33779.61,59643.03,41619.56,41604.85,42274.88,51409.13
310,23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,6273.32,6503.97,7948.54,6563.55,8864.82,8783.46,10531.17,10413.4,14193.03,21394.33,21700.92,18652.52,29995.03,33522.35,40029.61,34173.51,30415.22,45793.75,43203.57,42390.73,46202.75,45678.89
311,23,CÓRDOBA,23678,SAN CARLOS,0.0,3908.92,0.0,4842.38,4646.35,0.0,7213.62,9173.88,10767.78,14956.81,10379.46,19623.17,17014.28,22801.67,24953.2,26239.22,21218.3,22575.27,26738.57,28142.97,26188.58,30490.77
312,23,CÓRDOBA,23682,SAN JOSÉ DE URE,,,,,,,,,,5408.8,20588.08,9679.62,10392.86,50022.37,30231.7,18659.95,20536.9,16325.09,17192.88,25791.85,13361.38,27283.05
313,23,CÓRDOBA,23686,SAN PELAYO,0.0,7352.66,8192.69,7455.14,8716.81,9448.79,10455.47,14342.62,14261.28,21056.61,16333.16,22659.89,26779.71,30207.26,56636.42,52432.87,33651.6,40864.37,42944.67,46546.54,52319.07,84280.32
314,23,CÓRDOBA,23807,TIERRALTA,0.0,14621.82,17005.88,14611.57,17485.84,17499.81,23426.41,24799.68,31213.79,40992.78,41070.64,47136.36,55991.4,86015.5,88770.04,97032.06,94505.49,119544.78,112582.84,113379.16,110653.57,121089.38
315,23,CÓRDOBA,23815,TUCHÍN,,,,,,,,,10.37,20993.57,17487.22,28159.99,26383.86,38982.46,34628.49,37424.44,35884.86,38920.41,40221.21,44731.64,48175.23,89510.32
316,23,CÓRDOBA,23855,VALENCIA,7159.77,7541.71,8619.74,8102.91,7726.15,10412.92,10625.98,14211.66,13597.47,19394.45,18733.65,21779.49,26341.87,34967.26,39625.75,44810.99,37106.64,36854.68,40600.5,42647.36,45165.72,70786.48
317,25,CUNDINAMARCA,25000,CUNDINAMARCA,4156.98,4018.44,5845.46,6021.58,6472.07,7616.83,8219.76,10426.19,9928.97,12355.02,12776.09,15083.06,16338.55,21425.08,23650.39,28245.26,26186.8,30683.96,2338910.25,2463993.25,2435337.68,3027055.5
318,25,CUNDINAMARCA,25001,AGUA DE DIOS,2477.12,2146.63,3255.47,3205.72,4880.51,3953.71,3887.58,7186.2,6069.66,5912.81,5463.22,7404.75,6669.43,9412.66,11206.9,14915.46,11038.42,14376.28,14524.3,15875.23,12360.46,15039.58
319,25,CUNDINAMARCA,25019,ALBÁN,2155.05,2323.93,3060.71,2438.43,2350.08,2788.26,3306.08,3342.61,3018.89,3788.68,3017.01,3436.0,3573.65,5492.78,5764.39,7284.73,6434.66,7381.72,11085.41,10212.4,7834.12,12554.83
320,25,CUNDINAMARCA,25035,ANAPOIMA,3331.9,3542.04,6159.19,4398.88,5325.95,6110.67,9687.16,10646.54,9609.85,11072.98,10745.59,11963.24,14044.54,25158.04,24743.54,34483.36,30520.09,31286.87,38207.45,41934.87,36291.84,42653.83
321,25,CUNDINAMARCA,25040,ANOLAIMA,2301.46,2707.64,4105.33,3876.67,3696.97,4560.17,4438.69,5989.81,5485.89,6783.6,6843.67,7713.28,9152.79,11936.11,14858.51,17229.57,13356.82,14220.58,17216.03,18424.79,15566.41,17373.14
322,25,CUNDINAMARCA,25053,ARBELÁEZ,2556.15,2901.04,4147.04,3888.17,3841.97,4383.24,4160.94,5064.01,5334.9,5772.96,5951.16,6435.9,7483.75,10472.64,10867.68,12404.33,12546.15,13143.05,13627.27,17015.87,13443.53,15634.76
323,25,CUNDINAMARCA,25086,BELTRÁN,2737.38,2356.9,3941.46,2403.18,1829.76,2668.87,2533.86,2441.38,2798.14,3710.03,2825.34,2602.55,2322.68,5608.24,8506.41,8430.45,4994.72,7564.36,6526.6,10137.59,6422.41,6679.83
324,25,CUNDINAMARCA,25095,BITUIMA,2247.62,1942.36,2298.37,1916.97,1485.79,1683.29,2540.27,2988.5,2906.78,3486.24,2383.59,3224.45,2774.28,4633.03,5468.45,6849.04,4000.73,4848.13,5323.94,7007.83,5066.57,6944.76
325,25,CUNDINAMARCA,25099,BOJACÁ,3175.25,4034.6,3806.57,3993.48,3086.69,3653.34,4576.91,6223.87,5318.59,6119.94,6009.96,10677.6,7594.9,9642.68,8267.8,11612.08,10100.24,12589.42,13543.36,19645.88,12986.72,26134.1
326,25,CUNDINAMARCA,25120,CABRERA,1815.83,0.0,2397.33,2438.89,1799.17,1960.2,2478.78,3019.54,2890.98,3857.22,3655.16,2778.22,4732.95,6366.11,6784.36,7841.22,9971.35,6224.04,7154.55,11665.26,8430.96,9584.73
327,25,CUNDINAMARCA,25123,CACHIPAY,3504.51,1978.38,2971.67,3510.85,2736.73,3497.88,3477.8,3096.27,4054.94,4822.89,5202.08,5120.91,6304.47,8804.1,9948.64,17005.35,10453.04,12347.58,12181.24,14565.76,12437.26,18149.9
328,25,CUNDINAMARCA,25126,CAJICÁ,7414.55,6313.69,9414.85,11295.76,13676.09,13560.24,15367.6,23557.83,25680.84,30351.11,34885.6,44351.62,41477.22,66208.36,74811.12,91989.28,87045.15,88707.35,83282.91,135153.09,95633.48,113230.27
329,25,CUNDINAMARCA,25148,CAPARRAPÍ,0.0,0.0,4894.81,3962.01,4490.76,5755.66,4435.71,6469.54,6988.66,7534.49,7384.8,6730.11,9602.15,15477.57,17963.76,20620.68,18082.48,19556.0,22394.13,22352.66,21425.46,27187.55
330,25,CUNDINAMARCA,25151,CÁQUEZA,3450.24,4031.76,5335.94,4667.78,5682.91,7139.65,7264.41,6584.66,6807.15,7520.62,7364.7,8518.18,12184.22,16109.45,18908.43,21162.41,23944.13,24591.37,23856.9,25252.37,21718.97,22445.67
331,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,2160.11,2748.44,3404.48,2966.43,2657.95,2778.35,3227.77,3856.39,3957.19,5365.31,6020.09,4947.83,5685.09,9264.85,11278.77,12852.0,9194.23,11941.72,14269.33,16588.97,12453.37,13419.13
332,25,CUNDINAMARCA,25168,CHAGUANÍ,1835.02,1777.76,2249.02,4502.97,2326.12,3525.63,2481.13,4397.08,3139.91,4529.79,3351.03,3647.02,4061.43,7088.69,9602.56,11911.34,6234.65,8483.91,9725.27,10829.67,8492.77,9349.01
333,25,CUNDINAMARCA,25175,CHÍA,15274.64,17869.48,21344.63,25678.47,27715.94,41818.31,44015.33,56510.94,51865.94,55446.89,81812.71,97212.45,97662.98,129029.7,125302.62,163664.92,184854.38,196037.87,227966.17,254708.2,233015.35,278222.69
334,25,CUNDINAMARCA,25178,CHIPAQUE,2251.25,2395.88,3191.01,2911.39,3807.97,3554.52,4204.58,4626.45,4733.76,6612.16,6284.08,6137.43,10310.31,13014.64,15471.81,13404.44,16077.95,18163.73,15412.55,17134.12,16367.43,22176.01
335,25,CUNDINAMARCA,25181,CHOACHÍ,3178.93,0.0,3990.21,3296.93,4145.89,4571.0,4615.64,6967.89,5397.96,6144.81,7065.68,6839.74,9050.12,13277.01,11484.58,11789.27,12954.68,16484.99,14768.94,11817.05,15317.24,20959.83
336,25,CUNDINAMARCA,25183,CHOCONTÁ,4048.81,4706.34,6138.82,4773.71,5144.81,7649.94,7508.95,9553.37,9401.2,11273.36,10949.77,11787.62,13718.99,19753.51,20676.7,21452.13,21308.95,22764.93,23710.25,33140.7,27399.3,31901.48
337,25,CUNDINAMARCA,25200,COGUA,4233.8,4514.1,5608.37,7304.44,6976.8,9115.13,9663.11,14835.02,11013.96,12089.39,9864.76,14608.56,16067.32,21792.28,22498.6,34295.15,20508.59,22626.77,26801.4,26948.56,25064.08,26088.34
338,25,CUNDINAMARCA,25214,COTA,11280.05,8004.25,10636.91,9432.61,12573.75,13826.29,19939.77,27344.95,26518.42,30052.63,40788.6,61503.96,64242.97,71792.93,89523.77,113746.45,94954.35,130479.81,131588.94,149881.28,138613.95,162668.52
339,25,CUNDINAMARCA,25224,CUCUNUBÁ,2023.17,1971.71,3539.14,3801.58,2666.7,3219.7,3185.56,3953.57,5129.65,6196.57,5375.11,5628.16,6245.61,7582.44,5379.92,11813.67,9520.77,14112.69,12020.15,12790.67,10243.6,10628.99
340,25,CUNDINAMARCA,25245,EL COLEGIO,5213.96,5358.02,6484.69,5864.59,6975.99,6179.0,6112.87,7031.96,8194.43,13183.76,9621.91,11300.26,13177.54,18965.49,22347.36,20556.02,22046.79,26687.61,25226.43,31978.43,27011.13,38691.2
341,25,CUNDINAMARCA,25258,EL PEÑÓN,1660.65,1952.8,2933.83,3237.9,3591.83,3662.14,3601.04,5258.03,3578.68,4097.25,4097.16,3938.9,2648.61,6532.32,5958.11,9440.51,3773.56,8545.77,7932.03,11432.33,8373.36,13580.52
342,25,CUNDINAMARCA,25260,EL ROSAL,2914.48,3019.85,4356.72,3253.26,3912.27,5197.92,5252.97,9450.52,6627.8,8359.21,7194.96,9651.38,10564.1,13321.79,12635.73,15431.8,13159.48,24706.12,22115.55,20568.81,19416.81,20585.73
343,25,CUNDINAMARCA,25269,FACATATIVÁ,16909.52,17644.79,19208.4,18917.54,24120.78,29434.86,30724.26,32505.96,37600.03,50450.13,71973.83,73082.97,82031.62,88080.45,104427.0,103286.2,109871.1,127418.32,131412.7,140106.23,150053.43,170947.47
344,25,CUNDINAMARCA,25279,FÓMEQUE,3497.4,2601.83,5124.22,4148.67,4533.3,8013.51,6956.57,7236.26,6476.25,8436.56,7547.93,8823.51,8795.24,12731.24,14668.12,16698.91,13613.24,17699.63,19286.86,21590.42,17033.8,20007.16
345,25,CUNDINAMARCA,25281,FOSCA,1733.92,1350.7,3088.65,2752.99,2586.59,3345.74,3871.66,5167.51,5699.27,6023.77,5452.36,4609.59,5558.52,11084.99,8911.63,9533.0,9519.51,12187.46,9166.88,15419.59,10680.6,11088.54
346,25,CUNDINAMARCA,25286,FUNZA,17283.61,14937.11,17109.02,12120.25,13781.17,19627.6,18984.87,26009.05,22255.41,32175.84,30043.89,42606.75,54156.71,72562.19,86816.12,113696.13,106207.92,118199.85,146067.95,174352.66,184565.64,207805.84
347,25,CUNDINAMARCA,25288,FÚQUENE,0.0,2206.64,2846.67,3138.49,2790.29,2942.95,4183.25,3583.24,2740.01,3865.83,3693.32,3410.69,4593.27,5872.42,6583.67,5609.43,5908.83,10676.28,11744.71,13579.68,8792.4,14255.68
