,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Cobertura de acueducto,Cobertura de alcantarillado
0,11,BOGOTÁ,11001,BOGOTÁ,2008,81.99,79.63
1,11,BOGOTÁ,11001,BOGOTÁ,2009,100.0,96.33
2,11,BOGOTÁ,11001,BOGOTÁ,2010,98.69,97.68
3,11,BOGOTÁ,11001,BOGOTÁ,2011,79.55,78.62
4,11,BOGOTÁ,11001,BOGOTÁ,2012,76.83,75.87
5,11,BOGOTÁ,11001,BOGOTÁ,2013,78.95,77.78
6,11,BOGOTÁ,11001,BOGOTÁ,2014,94.01,93.94
7,11,BOGOTÁ,11001,BOGOTÁ,2015,93.61,93.55
8,11,BOGOTÁ,11001,BOGOTÁ,2016,96.44,96.37
9,11,BOGOTÁ,11001,BOGOTÁ,2017,95.68,95.47
10,11,BOGOTÁ,11001,BOGOTÁ,2018,98.21,98.16
11,11,BOGOTÁ,11001,BOGOTÁ,2019,98.1,98.06
12,11,BOGOTÁ,11001,BOGOTÁ,2020,99.0,98.98
13,11,BOGOTÁ,11001,BOGOTÁ,2021,97.12,97.19
14,13,BOLÍVAR,13000,BOLÍVAR,2008,24.62,15.41
15,13,BOLÍVAR,13000,BOLÍVAR,2009,20.13,12.08
16,13,BOLÍVAR,13000,BOLÍVAR,2010,38.36,9.11
17,13,BOLÍVAR,13000,BOLÍVAR,2011,14.6,5.84
18,13,BOLÍVAR,13000,BOLÍVAR,2012,16.16,5.67
19,13,BOLÍVAR,13000,BOLÍVAR,2013,27.1,16.47
20,13,BOLÍVAR,13000,BOLÍVAR,2014,56.15,34.66
21,13,BOLÍVAR,13000,BOLÍVAR,2015,46.63,34.84
22,13,BOLÍVAR,13000,BOLÍVAR,2016,55.07,48.84
23,13,BOLÍVAR,13000,BOLÍVAR,2017,52.79,37.48
24,13,BOLÍVAR,13000,BOLÍVAR,2018,51.3,37.14
25,13,BOLÍVAR,13000,BOLÍVAR,2019,39.11,27.32
26,13,BOLÍVAR,13000,BOLÍVAR,2020,38.03,25.89
27,13,BOLÍVAR,13000,BOLÍVAR,2021,36.62,24.6
28,13,BOLÍVAR,13001,CARTAGENA,2008,12.52,10.3
29,13,BOLÍVAR,13001,CARTAGENA,2009,12.23,10.08
30,13,BOLÍVAR,13001,CARTAGENA,2010,31.55,0.0
31,13,BOLÍVAR,13001,CARTAGENA,2011,0.0,0.0
32,13,BOLÍVAR,13001,CARTAGENA,2012,0.0,0.0
33,13,BOLÍVAR,13001,CARTAGENA,2013,15.57,15.57
34,13,BOLÍVAR,13001,CARTAGENA,2014,51.75,38.98
35,13,BOLÍVAR,13001,CARTAGENA,2015,41.12,39.97
36,13,BOLÍVAR,13001,CARTAGENA,2016,49.45,47.99
37,13,BOLÍVAR,13001,CARTAGENA,2017,49.45,47.99
38,13,BOLÍVAR,13001,CARTAGENA,2018,48.08,46.66
39,13,BOLÍVAR,13001,CARTAGENA,2019,45.25,43.95
40,13,BOLÍVAR,13001,CARTAGENA,2020,45.8,44.48
41,13,BOLÍVAR,13001,CARTAGENA,2021,44.37,43.09
42,13,BOLÍVAR,13006,ACHÍ,2008,70.38,0.0
43,13,BOLÍVAR,13006,ACHÍ,2009,20.97,0.0
44,13,BOLÍVAR,13006,ACHÍ,2010,21.42,0.0
45,13,BOLÍVAR,13006,ACHÍ,2011,17.97,0.0
46,13,BOLÍVAR,13006,ACHÍ,2012,17.86,0.0
47,13,BOLÍVAR,13006,ACHÍ,2013,14.18,0.0
48,13,BOLÍVAR,13006,ACHÍ,2014,30.08,0.0
49,13,BOLÍVAR,13006,ACHÍ,2015,23.1,0.0
50,13,BOLÍVAR,13006,ACHÍ,2016,22.29,0.0
51,13,BOLÍVAR,13006,ACHÍ,2017,39.15,0.0
52,13,BOLÍVAR,13006,ACHÍ,2018,37.99,0.0
53,13,BOLÍVAR,13006,ACHÍ,2019,38.0,0.0
54,13,BOLÍVAR,13006,ACHÍ,2020,38.0,0.0
55,13,BOLÍVAR,13006,ACHÍ,2021,0.0,0.0
56,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2008,35.16,0.0
57,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2009,35.16,0.0
58,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2010,62.3,0.0
59,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2012,36.55,33.46
60,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2013,35.59,21.36
61,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2015,67.23,19.46
62,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2016,67.23,19.32
63,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2017,67.55,19.13
64,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2018,67.59,19.24
65,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2019,64.57,20.85
66,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2020,64.64,20.91
67,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,2021,63.47,20.82
68,13,BOLÍVAR,13042,ARENAL,2008,93.68,0.0
69,13,BOLÍVAR,13042,ARENAL,2009,93.68,0.0
70,13,BOLÍVAR,13042,ARENAL,2010,94.97,0.0
71,13,BOLÍVAR,13042,ARENAL,2011,68.19,0.0
72,13,BOLÍVAR,13042,ARENAL,2012,44.08,0.0
73,13,BOLÍVAR,13042,ARENAL,2014,94.04,100.0
74,13,BOLÍVAR,13042,ARENAL,2015,94.04,100.0
75,13,BOLÍVAR,13042,ARENAL,2016,77.98,77.98
76,13,BOLÍVAR,13042,ARENAL,2017,76.45,76.45
77,13,BOLÍVAR,13042,ARENAL,2018,78.03,78.03
78,13,BOLÍVAR,13042,ARENAL,2019,77.95,77.95
79,13,BOLÍVAR,13042,ARENAL,2020,77.95,77.95
80,13,BOLÍVAR,13042,ARENAL,2021,78.03,78.03
81,13,BOLÍVAR,13052,ARJONA,2008,48.7,0.0
82,13,BOLÍVAR,13052,ARJONA,2009,48.25,0.0
83,13,BOLÍVAR,13052,ARJONA,2011,48.21,0.0
84,13,BOLÍVAR,13052,ARJONA,2015,0.0,0.0
85,13,BOLÍVAR,13052,ARJONA,2016,0.0,0.0
86,13,BOLÍVAR,13052,ARJONA,2017,0.0,0.0
87,13,BOLÍVAR,13052,ARJONA,2018,0.0,0.0
88,13,BOLÍVAR,13052,ARJONA,2019,0.0,0.0
89,13,BOLÍVAR,13052,ARJONA,2020,0.0,0.0
90,13,BOLÍVAR,13052,ARJONA,2021,0.0,0.0
91,13,BOLÍVAR,13062,ARROYOHONDO,2008,66.29,0.0
92,13,BOLÍVAR,13062,ARROYOHONDO,2012,64.53,0.0
93,13,BOLÍVAR,13062,ARROYOHONDO,2013,64.44,0.0
94,13,BOLÍVAR,13062,ARROYOHONDO,2014,64.84,0.0
95,13,BOLÍVAR,13062,ARROYOHONDO,2015,74.7,0.0
96,13,BOLÍVAR,13062,ARROYOHONDO,2016,74.56,0.0
97,13,BOLÍVAR,13062,ARROYOHONDO,2017,74.57,0.0
98,13,BOLÍVAR,13062,ARROYOHONDO,2018,74.57,0.0
99,13,BOLÍVAR,13062,ARROYOHONDO,2019,68.3,0.0
100,13,BOLÍVAR,13062,ARROYOHONDO,2020,83.19,0.0
101,13,BOLÍVAR,13062,ARROYOHONDO,2021,83.19,30.58
102,13,BOLÍVAR,13074,BARRANCO DE LOBA,2008,88.2,0.0
103,13,BOLÍVAR,13074,BARRANCO DE LOBA,2009,88.2,0.0
104,13,BOLÍVAR,13074,BARRANCO DE LOBA,2010,88.2,0.0
105,13,BOLÍVAR,13074,BARRANCO DE LOBA,2011,100.0,0.0
106,13,BOLÍVAR,13074,BARRANCO DE LOBA,2014,100.0,0.0
107,13,BOLÍVAR,13074,BARRANCO DE LOBA,2015,100.0,0.0
108,13,BOLÍVAR,13074,BARRANCO DE LOBA,2016,100.0,0.0
109,13,BOLÍVAR,13074,BARRANCO DE LOBA,2020,97.28,6.73
110,13,BOLÍVAR,13074,BARRANCO DE LOBA,2021,100.0,31.89
111,13,BOLÍVAR,13140,CALAMAR,2008,40.18,0.0
112,13,BOLÍVAR,13140,CALAMAR,2009,53.76,0.0
113,13,BOLÍVAR,13140,CALAMAR,2010,53.88,0.0
114,13,BOLÍVAR,13140,CALAMAR,2011,40.19,0.0
115,13,BOLÍVAR,13140,CALAMAR,2012,82.58,0.0
116,13,BOLÍVAR,13140,CALAMAR,2013,38.71,0.0
117,13,BOLÍVAR,13140,CALAMAR,2014,83.49,0.0
118,13,BOLÍVAR,13140,CALAMAR,2016,0.0,0.0
119,13,BOLÍVAR,13140,CALAMAR,2017,0.0,0.0
120,13,BOLÍVAR,13140,CALAMAR,2018,0.0,0.0
121,13,BOLÍVAR,13140,CALAMAR,2019,0.0,0.0
122,13,BOLÍVAR,13140,CALAMAR,2020,0.0,0.0
123,13,BOLÍVAR,13140,CALAMAR,2021,0.0,0.0
124,13,BOLÍVAR,13160,CANTAGALLO,2008,0.0,0.0
125,13,BOLÍVAR,13160,CANTAGALLO,2009,100.0,100.0
126,13,BOLÍVAR,13160,CANTAGALLO,2010,100.0,100.0
127,13,BOLÍVAR,13160,CANTAGALLO,2011,100.0,100.0
128,13,BOLÍVAR,13160,CANTAGALLO,2012,100.0,100.0
129,13,BOLÍVAR,13160,CANTAGALLO,2013,100.0,100.0
130,13,BOLÍVAR,13160,CANTAGALLO,2014,100.0,100.0
131,13,BOLÍVAR,13160,CANTAGALLO,2015,100.0,100.0
132,13,BOLÍVAR,13160,CANTAGALLO,2016,100.0,100.0
133,13,BOLÍVAR,13160,CANTAGALLO,2017,100.0,100.0
134,13,BOLÍVAR,13160,CANTAGALLO,2018,100.0,100.0
135,13,BOLÍVAR,13160,CANTAGALLO,2019,100.0,100.0
136,13,BOLÍVAR,13160,CANTAGALLO,2020,50.55,48.44
137,13,BOLÍVAR,13160,CANTAGALLO,2021,50.55,48.44
138,13,BOLÍVAR,13188,CICUCO,2008,5.35,5.35
139,13,BOLÍVAR,13188,CICUCO,2009,5.34,5.34
140,13,BOLÍVAR,13188,CICUCO,2010,5.34,5.34
141,13,BOLÍVAR,13188,CICUCO,2011,98.86,0.0
142,13,BOLÍVAR,13188,CICUCO,2012,72.02,0.0
143,13,BOLÍVAR,13188,CICUCO,2013,87.26,0.0
144,13,BOLÍVAR,13188,CICUCO,2014,87.23,0.0
145,13,BOLÍVAR,13188,CICUCO,2015,87.23,0.0
146,13,BOLÍVAR,13188,CICUCO,2016,100.0,0.0
147,13,BOLÍVAR,13188,CICUCO,2017,100.0,0.0
148,13,BOLÍVAR,13188,CICUCO,2018,100.0,0.0
149,13,BOLÍVAR,13188,CICUCO,2019,99.35,0.0
150,13,BOLÍVAR,13188,CICUCO,2020,87.34,0.0
151,13,BOLÍVAR,13188,CICUCO,2021,89.45,0.0
152,13,BOLÍVAR,13212,CÓRDOBA,2009,27.35,0.0
153,13,BOLÍVAR,13212,CÓRDOBA,2010,24.01,0.0
154,13,BOLÍVAR,13212,CÓRDOBA,2011,24.69,0.0
155,13,BOLÍVAR,13212,CÓRDOBA,2015,25.66,0.0
156,13,BOLÍVAR,13212,CÓRDOBA,2016,23.31,0.0
157,13,BOLÍVAR,13212,CÓRDOBA,2017,23.31,0.0
158,13,BOLÍVAR,13212,CÓRDOBA,2018,23.2,0.0
159,13,BOLÍVAR,13212,CÓRDOBA,2019,50.69,18.67
160,13,BOLÍVAR,13212,CÓRDOBA,2020,61.14,18.69
161,13,BOLÍVAR,13212,CÓRDOBA,2021,61.14,18.69
162,13,BOLÍVAR,13222,CLEMENCIA,2008,77.53,0.0
163,13,BOLÍVAR,13222,CLEMENCIA,2009,77.5,0.0
164,13,BOLÍVAR,13222,CLEMENCIA,2010,100.0,0.0
165,13,BOLÍVAR,13222,CLEMENCIA,2011,80.28,0.0
166,13,BOLÍVAR,13222,CLEMENCIA,2012,79.58,0.0
167,13,BOLÍVAR,13222,CLEMENCIA,2013,77.55,0.0
168,13,BOLÍVAR,13222,CLEMENCIA,2014,77.65,0.0
169,13,BOLÍVAR,13222,CLEMENCIA,2015,77.73,0.0
170,13,BOLÍVAR,13222,CLEMENCIA,2016,85.16,0.0
171,13,BOLÍVAR,13222,CLEMENCIA,2017,85.12,0.0
172,13,BOLÍVAR,13222,CLEMENCIA,2018,84.36,0.0
173,13,BOLÍVAR,13222,CLEMENCIA,2019,84.28,0.0
174,13,BOLÍVAR,13222,CLEMENCIA,2020,84.27,0.0
175,13,BOLÍVAR,13222,CLEMENCIA,2021,80.82,0.0
176,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2014,73.0,0.0
177,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2015,73.38,0.0
178,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2016,73.38,0.0
179,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2017,73.3,0.0
180,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2018,73.35,0.0
181,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2019,0.0,0.0
182,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2020,0.0,0.0
183,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2021,0.0,0.0
184,13,BOLÍVAR,13248,EL GUAMO,2008,43.73,0.0
185,13,BOLÍVAR,13248,EL GUAMO,2009,43.73,0.0
186,13,BOLÍVAR,13248,EL GUAMO,2010,32.1,0.0
187,13,BOLÍVAR,13248,EL GUAMO,2011,31.99,0.0
188,13,BOLÍVAR,13248,EL GUAMO,2014,31.88,0.0
189,13,BOLÍVAR,13248,EL GUAMO,2015,20.68,0.0
190,13,BOLÍVAR,13248,EL GUAMO,2016,36.53,0.0
191,13,BOLÍVAR,13248,EL GUAMO,2017,36.49,0.0
192,13,BOLÍVAR,13248,EL GUAMO,2019,36.35,0.0
193,13,BOLÍVAR,13248,EL GUAMO,2020,43.54,0.0
194,13,BOLÍVAR,13248,EL GUAMO,2021,67.11,0.0
195,13,BOLÍVAR,13268,EL PEÑÓN,2008,43.73,0.0
196,13,BOLÍVAR,13268,EL PEÑÓN,2009,16.38,0.0
197,13,BOLÍVAR,13268,EL PEÑÓN,2010,17.28,0.0
198,13,BOLÍVAR,13268,EL PEÑÓN,2011,15.51,0.0
199,13,BOLÍVAR,13268,EL PEÑÓN,2012,15.4,0.0
200,13,BOLÍVAR,13268,EL PEÑÓN,2013,36.52,0.0
201,13,BOLÍVAR,13268,EL PEÑÓN,2014,36.52,0.0
202,13,BOLÍVAR,13268,EL PEÑÓN,2015,13.17,0.0
203,13,BOLÍVAR,13268,EL PEÑÓN,2016,100.0,0.0
204,13,BOLÍVAR,13268,EL PEÑÓN,2018,12.5,0.0
205,13,BOLÍVAR,13268,EL PEÑÓN,2019,55.35,0.0
206,13,BOLÍVAR,13268,EL PEÑÓN,2020,55.45,0.0
207,13,BOLÍVAR,13268,EL PEÑÓN,2021,59.37,0.0
208,13,BOLÍVAR,13300,HATILLO DE LOBA,2008,66.97,0.0
209,13,BOLÍVAR,13300,HATILLO DE LOBA,2009,47.94,0.0
210,13,BOLÍVAR,13300,HATILLO DE LOBA,2010,47.77,0.0
211,13,BOLÍVAR,13300,HATILLO DE LOBA,2011,61.05,0.0
212,13,BOLÍVAR,13300,HATILLO DE LOBA,2013,55.31,21.75
213,13,BOLÍVAR,13300,HATILLO DE LOBA,2014,55.84,21.78
214,13,BOLÍVAR,13300,HATILLO DE LOBA,2015,65.54,18.68
215,13,BOLÍVAR,13300,HATILLO DE LOBA,2016,65.44,18.61
216,13,BOLÍVAR,13300,HATILLO DE LOBA,2017,67.27,22.29
217,13,BOLÍVAR,13300,HATILLO DE LOBA,2018,63.1,25.03
218,13,BOLÍVAR,13300,HATILLO DE LOBA,2019,71.09,25.69
219,13,BOLÍVAR,13300,HATILLO DE LOBA,2020,71.36,25.74
220,13,BOLÍVAR,13300,HATILLO DE LOBA,2021,73.03,25.52
221,13,BOLÍVAR,13430,MAGANGUÉ,2008,33.08,12.53
222,13,BOLÍVAR,13430,MAGANGUÉ,2009,30.48,10.77
223,13,BOLÍVAR,13430,MAGANGUÉ,2010,33.45,8.93
224,13,BOLÍVAR,13430,MAGANGUÉ,2011,33.44,8.93
225,13,BOLÍVAR,13430,MAGANGUÉ,2012,33.38,8.78
226,13,BOLÍVAR,13430,MAGANGUÉ,2013,33.46,8.95
227,13,BOLÍVAR,13430,MAGANGUÉ,2014,34.62,9.32
228,13,BOLÍVAR,13430,MAGANGUÉ,2015,33.03,8.94
229,13,BOLÍVAR,13430,MAGANGUÉ,2016,100.0,100.0
230,13,BOLÍVAR,13430,MAGANGUÉ,2017,100.0,100.0
231,13,BOLÍVAR,13430,MAGANGUÉ,2018,100.0,100.0
232,13,BOLÍVAR,13430,MAGANGUÉ,2021,0.0,0.0
233,13,BOLÍVAR,13433,MAHATES,2008,71.01,0.0
234,13,BOLÍVAR,13433,MAHATES,2009,70.86,0.0
235,13,BOLÍVAR,13433,MAHATES,2011,54.81,0.0
236,13,BOLÍVAR,13433,MAHATES,2012,54.81,0.0
237,13,BOLÍVAR,13433,MAHATES,2013,54.81,0.0
238,13,BOLÍVAR,13433,MAHATES,2015,54.77,0.0
239,13,BOLÍVAR,13433,MAHATES,2016,0.0,0.0
240,13,BOLÍVAR,13433,MAHATES,2017,0.0,0.0
241,13,BOLÍVAR,13433,MAHATES,2018,0.0,0.0
242,13,BOLÍVAR,13433,MAHATES,2019,0.0,0.0
243,13,BOLÍVAR,13433,MAHATES,2020,0.0,0.0
244,13,BOLÍVAR,13433,MAHATES,2021,0.0,0.0
245,13,BOLÍVAR,13440,MARGARITA,2008,53.07,19.28
246,13,BOLÍVAR,13440,MARGARITA,2009,45.45,0.0
247,13,BOLÍVAR,13440,MARGARITA,2010,38.62,0.0
248,13,BOLÍVAR,13440,MARGARITA,2016,16.03,6.72
249,13,BOLÍVAR,13440,MARGARITA,2017,40.58,6.77
250,13,BOLÍVAR,13440,MARGARITA,2018,40.58,6.77
251,13,BOLÍVAR,13440,MARGARITA,2019,43.44,7.24
252,13,BOLÍVAR,13440,MARGARITA,2020,43.65,7.22
253,13,BOLÍVAR,13440,MARGARITA,2021,42.35,6.56
254,13,BOLÍVAR,13442,MARÍA LA BAJA,2008,100.0,100.0
255,13,BOLÍVAR,13442,MARÍA LA BAJA,2009,0.0,0.0
256,13,BOLÍVAR,13442,MARÍA LA BAJA,2010,100.0,100.0
257,13,BOLÍVAR,13442,MARÍA LA BAJA,2011,19.14,0.0
258,13,BOLÍVAR,13442,MARÍA LA BAJA,2012,100.0,0.0
259,13,BOLÍVAR,13442,MARÍA LA BAJA,2013,100.0,0.0
260,13,BOLÍVAR,13442,MARÍA LA BAJA,2014,100.0,0.0
261,13,BOLÍVAR,13442,MARÍA LA BAJA,2015,100.0,0.0
262,13,BOLÍVAR,13442,MARÍA LA BAJA,2016,63.66,49.17
263,13,BOLÍVAR,13442,MARÍA LA BAJA,2017,63.57,49.08
264,13,BOLÍVAR,13442,MARÍA LA BAJA,2018,62.73,48.25
265,13,BOLÍVAR,13442,MARÍA LA BAJA,2019,62.66,48.13
266,13,BOLÍVAR,13442,MARÍA LA BAJA,2021,0.0,0.0
267,13,BOLÍVAR,13458,MONTECRISTO,2008,0.0,0.0
268,13,BOLÍVAR,13458,MONTECRISTO,2009,0.0,0.0
269,13,BOLÍVAR,13458,MONTECRISTO,2010,52.15,0.0
270,13,BOLÍVAR,13458,MONTECRISTO,2011,52.15,0.0
271,13,BOLÍVAR,13458,MONTECRISTO,2012,52.15,0.0
272,13,BOLÍVAR,13458,MONTECRISTO,2013,52.13,0.0
273,13,BOLÍVAR,13458,MONTECRISTO,2014,100.0,0.0
274,13,BOLÍVAR,13458,MONTECRISTO,2015,55.23,0.0
275,13,BOLÍVAR,13458,MONTECRISTO,2016,55.23,0.0
276,13,BOLÍVAR,13458,MONTECRISTO,2017,55.23,0.0
277,13,BOLÍVAR,13458,MONTECRISTO,2019,54.73,0.0
278,13,BOLÍVAR,13458,MONTECRISTO,2020,54.78,0.0
279,13,BOLÍVAR,13458,MONTECRISTO,2021,54.76,0.0
280,13,BOLÍVAR,13468,MOMPÓS,2008,99.91,32.39
281,13,BOLÍVAR,13468,MOMPÓS,2009,99.29,32.49
282,13,BOLÍVAR,13468,MOMPÓS,2010,99.1,41.35
283,13,BOLÍVAR,13468,MOMPÓS,2011,99.17,41.35
284,13,BOLÍVAR,13468,MOMPÓS,2012,74.64,41.47
285,13,BOLÍVAR,13468,MOMPÓS,2013,74.59,41.44
286,13,BOLÍVAR,13468,MOMPÓS,2014,74.67,41.47
287,13,BOLÍVAR,13468,MOMPÓS,2015,36.93,25.02
288,13,BOLÍVAR,13468,MOMPÓS,2016,36.53,36.53
289,13,BOLÍVAR,13468,MOMPÓS,2017,36.53,36.53
290,13,BOLÍVAR,13468,MOMPÓS,2018,36.9,36.9
291,13,BOLÍVAR,13468,MOMPÓS,2019,65.6,27.52
292,13,BOLÍVAR,13468,MOMPÓS,2020,65.6,27.5
293,13,BOLÍVAR,13468,MOMPÓS,2021,66.76,28.67
294,13,BOLÍVAR,13473,MORALES,2008,31.73,31.73
295,13,BOLÍVAR,13473,MORALES,2009,32.87,32.87
296,13,BOLÍVAR,13473,MORALES,2010,32.61,32.61
297,13,BOLÍVAR,13473,MORALES,2011,32.14,32.14
298,13,BOLÍVAR,13473,MORALES,2012,31.91,31.91
299,13,BOLÍVAR,13473,MORALES,2013,31.84,31.84
300,13,BOLÍVAR,13473,MORALES,2014,52.78,52.78
301,13,BOLÍVAR,13473,MORALES,2015,52.84,52.84
302,13,BOLÍVAR,13473,MORALES,2016,64.62,64.62
303,13,BOLÍVAR,13473,MORALES,2017,38.07,38.07
304,13,BOLÍVAR,13473,MORALES,2018,38.04,38.04
305,13,BOLÍVAR,13473,MORALES,2019,64.03,42.44
306,13,BOLÍVAR,13473,MORALES,2020,37.18,37.17
307,13,BOLÍVAR,13473,MORALES,2021,0.0,0.0
308,13,BOLÍVAR,13490,NOROSÍ,2010,100.0,0.0
309,13,BOLÍVAR,13490,NOROSÍ,2011,100.0,0.0
310,13,BOLÍVAR,13490,NOROSÍ,2013,96.07,48.95
311,13,BOLÍVAR,13490,NOROSÍ,2014,96.07,48.95
312,13,BOLÍVAR,13490,NOROSÍ,2015,96.07,48.95
313,13,BOLÍVAR,13490,NOROSÍ,2016,49.44,49.44
314,13,BOLÍVAR,13490,NOROSÍ,2017,41.09,41.09
315,13,BOLÍVAR,13490,NOROSÍ,2018,41.6,41.6
316,13,BOLÍVAR,13490,NOROSÍ,2019,28.42,28.42
317,13,BOLÍVAR,13490,NOROSÍ,2020,28.45,28.45
318,13,BOLÍVAR,13490,NOROSÍ,2021,28.02,28.08
319,13,BOLÍVAR,13549,PINILLOS,2010,72.24,45.33
320,13,BOLÍVAR,13549,PINILLOS,2011,29.94,11.22
321,13,BOLÍVAR,13549,PINILLOS,2012,27.23,0.0
322,13,BOLÍVAR,13549,PINILLOS,2013,26.7,12.05
323,13,BOLÍVAR,13549,PINILLOS,2014,27.11,17.01
324,13,BOLÍVAR,13549,PINILLOS,2015,100.0,100.0
325,13,BOLÍVAR,13549,PINILLOS,2016,27.78,12.85
326,13,BOLÍVAR,13549,PINILLOS,2017,31.35,12.85
327,13,BOLÍVAR,13549,PINILLOS,2018,30.36,11.93
328,13,BOLÍVAR,13549,PINILLOS,2019,27.95,9.81
329,13,BOLÍVAR,13549,PINILLOS,2020,30.82,12.83
330,13,BOLÍVAR,13549,PINILLOS,2021,56.66,12.65
331,13,BOLÍVAR,13580,REGIDOR,2008,73.46,0.0
332,13,BOLÍVAR,13580,REGIDOR,2010,72.64,0.0
333,13,BOLÍVAR,13580,REGIDOR,2011,73.22,0.0
334,13,BOLÍVAR,13580,REGIDOR,2012,73.22,0.0
335,13,BOLÍVAR,13580,REGIDOR,2013,100.0,0.0
336,13,BOLÍVAR,13580,REGIDOR,2014,32.24,0.0
337,13,BOLÍVAR,13580,REGIDOR,2015,100.0,0.0
338,13,BOLÍVAR,13580,REGIDOR,2016,100.0,0.0
339,13,BOLÍVAR,13580,REGIDOR,2017,56.66,0.0
340,13,BOLÍVAR,13580,REGIDOR,2018,100.0,100.0
341,13,BOLÍVAR,13580,REGIDOR,2019,100.0,100.0
342,13,BOLÍVAR,13580,REGIDOR,2020,81.83,4.27
343,13,BOLÍVAR,13580,REGIDOR,2021,87.02,0.0
344,13,BOLÍVAR,13600,RÍO VIEJO,2008,100.0,100.0
345,13,BOLÍVAR,13600,RÍO VIEJO,2009,100.0,100.0
346,13,BOLÍVAR,13600,RÍO VIEJO,2010,100.0,0.0
347,13,BOLÍVAR,13600,RÍO VIEJO,2012,79.08,79.08
348,13,BOLÍVAR,13600,RÍO VIEJO,2013,79.08,79.08
349,13,BOLÍVAR,13600,RÍO VIEJO,2014,81.33,81.33
350,13,BOLÍVAR,13600,RÍO VIEJO,2015,100.0,100.0
351,13,BOLÍVAR,13600,RÍO VIEJO,2016,100.0,100.0
352,13,BOLÍVAR,13600,RÍO VIEJO,2017,80.81,80.81
353,13,BOLÍVAR,13600,RÍO VIEJO,2018,100.0,100.0
354,13,BOLÍVAR,13600,RÍO VIEJO,2019,64.13,54.86
355,13,BOLÍVAR,13600,RÍO VIEJO,2020,55.88,55.88
356,13,BOLÍVAR,13600,RÍO VIEJO,2021,41.3,41.3
357,13,BOLÍVAR,13620,SAN CRISTÓBAL,2015,82.79,0.0
358,13,BOLÍVAR,13620,SAN CRISTÓBAL,2016,83.58,0.0
359,13,BOLÍVAR,13620,SAN CRISTÓBAL,2017,83.58,0.0
360,13,BOLÍVAR,13620,SAN CRISTÓBAL,2018,100.0,0.0
361,13,BOLÍVAR,13620,SAN CRISTÓBAL,2019,100.0,0.0
362,13,BOLÍVAR,13620,SAN CRISTÓBAL,2020,100.0,0.0
363,13,BOLÍVAR,13620,SAN CRISTÓBAL,2021,100.0,0.0
364,13,BOLÍVAR,13647,SAN ESTANISLAO,2008,100.0,0.0
365,13,BOLÍVAR,13647,SAN ESTANISLAO,2009,100.0,0.0
366,13,BOLÍVAR,13647,SAN ESTANISLAO,2010,26.21,0.0
367,13,BOLÍVAR,13647,SAN ESTANISLAO,2011,25.43,0.0
368,13,BOLÍVAR,13647,SAN ESTANISLAO,2012,24.72,0.0
369,13,BOLÍVAR,13647,SAN ESTANISLAO,2013,79.58,0.0
370,13,BOLÍVAR,13647,SAN ESTANISLAO,2015,100.0,0.0
371,13,BOLÍVAR,13647,SAN ESTANISLAO,2017,100.0,0.0
372,13,BOLÍVAR,13647,SAN ESTANISLAO,2018,100.0,0.0
373,13,BOLÍVAR,13647,SAN ESTANISLAO,2019,100.0,0.0
374,13,BOLÍVAR,13647,SAN ESTANISLAO,2020,100.0,0.0
375,13,BOLÍVAR,13647,SAN ESTANISLAO,2021,100.0,0.0
376,13,BOLÍVAR,13650,SAN FERNANDO,2008,44.04,44.04
377,13,BOLÍVAR,13650,SAN FERNANDO,2009,100.0,34.09
378,13,BOLÍVAR,13650,SAN FERNANDO,2010,100.0,34.09
379,13,BOLÍVAR,13650,SAN FERNANDO,2011,100.0,32.82
380,13,BOLÍVAR,13650,SAN FERNANDO,2012,61.81,26.68
381,13,BOLÍVAR,13650,SAN FERNANDO,2017,56.94,18.56
382,13,BOLÍVAR,13650,SAN FERNANDO,2018,56.97,18.45
383,13,BOLÍVAR,13650,SAN FERNANDO,2019,37.8,18.3
384,13,BOLÍVAR,13650,SAN FERNANDO,2020,37.95,18.5
385,13,BOLÍVAR,13650,SAN FERNANDO,2021,38.36,18.97
