,Unnamed: 0,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Categoría
24,24,13,BOLÍVAR,13030,ALTOS DEL ROSARIO,0.0,0.0,0.0,0.0,0.0,20.0,8.0,12.0,175.6,0.0,9.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3404,0.0,16.11,4.5405,0.0,0.0,Territorio con erradicacion intermitente
25,25,13,BOLÍVAR,13042,ARENAL,0.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,279.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,250.001,8.648,47.104,Territorio con erradicacion intermitente
26,26,13,BOLÍVAR,13074,BARRANCO DE LOBA,0.0,0.0,6.0,0.0,0.0,0.0,17.0,168.0,928.11,122.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,32.0011,92.1749,0.0,Territorio con erradicacion intermitente
27,27,13,BOLÍVAR,13160,CANTAGALLO,0.0,3.0,0.0,397.0,0.0,0.0,15.0,49.0,0.0,0.0,40.5,383.19,485.31,0.0,0.0,41.8,161.341,93.208,4.371,27.271,197.2091,61.6754,1029.4529,2131.0224,1216.058,916.406,Territorio con erradiacion constante
28,28,13,BOLÍVAR,13458,MONTECRISTO,3.0,0.0,0.0,0.0,62.0,18.0,31.0,15.0,16.0,173.5,1473.7,8.5,0.0,461.5,3.0,167.336,0.0,293.416,134.9,328.6096,723.5601,2285.4881,2079.5972,522.0624,517.5139,83.356,Territorio con erradicacion intermitente
29,29,13,BOLÍVAR,13549,PINILLOS,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
30,30,13,BOLÍVAR,13600,RÍO VIEJO,0.0,0.0,0.0,15.0,0.0,0.0,9.0,10.0,0.0,61.5,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.52,0.4697,6.644,31.4198,258.4559,227.2258,103.824,Territorio con erradicacion intermitente
31,31,13,BOLÍVAR,13654,SAN JACINTO,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,281.605,0.0,0.0,41.5,0.0,0.0,0.0,15.2006,0.0,0.0,Territorio con erradicacion intermitente
32,32,13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.291,0.0,62.9394,0.0,Territorio con erradicacion intermitente
33,33,13,BOLÍVAR,13670,SAN PABLO,0.0,0.0,0.0,0.0,19.0,7.0,411.0,5.0,0.0,2.0,11.75,452.88,215.03,145.69,59.56,82.616,194.334,420.208,186.773,125.799,237.3621,209.9972,2328.1914,5234.9679,3571.2946,1380.8571,Territorio con erradiacion constante
34,34,13,BOLÍVAR,13683,SANTA ROSA,0.0,0.0,22.0,0.0,42.0,2.0,0.0,7.0,802.02,0.0,663.17,122.17,518.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
35,35,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,0.0,0.0,0.0,113.0,0.0,0.0,120.0,3.0,0.0,112.6,0.0,0.0,0.0,3.0,88.28,23.8,194.2392,605.866,618.168,204.62,177.0427,50.9087,541.1348,3293.725,2112.2176,631.155,Territorio con erradiacion constante
36,36,13,BOLÍVAR,13744,SIMITÍ,0.0,0.0,15.0,10.0,23.0,5.0,20.0,7.0,3.5,74.83,413.86,357.08,98.43,72.07,0.0,0.0,1.0,57.564,31.669,8.99,25.5633,151.9569,1373.071,2850.7524,1203.0823,273.328,Territorio con erradiacion constante
37,37,13,BOLÍVAR,13810,TIQUISIO,0.0,0.0,0.0,0.0,43.0,1.0,14.0,37.0,25.0,0.0,9.81,8.0,3.48,0.0,21.44,7.5,45.0352,34.5,78.0,1.0,81.2293,149.2489,232.4792,644.2365,923.1085,594.971,Territorio con erradiacion constante
38,38,15,BOYACÁ,15047,AQUITANIA,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
39,39,15,BOYACÁ,15109,BUENAVISTA,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,2.49,1.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
40,40,15,BOYACÁ,15135,CAMPOHERMOSO,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
41,41,15,BOYACÁ,15176,CHIQUINQUIRÁ,0.0,0.0,0.0,0.0,0.0,15.0,0.0,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
42,42,15,BOYACÁ,15223,CUBARÁ,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
43,43,15,BOYACÁ,15442,MARIPÍ,0.0,0.0,0.0,0.0,1.66,0.0,83.4,61.01,59.7,22.98,30.06,5.78,0.52,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
44,44,15,BOYACÁ,15455,MIRAFLORES,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
45,45,15,BOYACÁ,15480,MUZO,0.0,0.0,3.0,0.0,0.0,7.5,28.1,35.85,65.67,68.63,33.8,6.82,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
46,46,15,BOYACÁ,15507,OTANCHE,4.0,2.5,43.5,0.0,0.0,168.0,203.51,2164.07,440.17,277.86,187.31,245.58,61.49,71.51,14.08,8.6,5.0,1.0,0.0,2.0,0.0,0.0,2.26,0.0,0.0,0.0,Territorio con erradicacion intermitente
47,47,15,BOYACÁ,15531,PAUNA,150.0,0.0,2.5,20.0,0.0,52.22,153.03,2742.63,464.0,124.12,64.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
48,48,15,BOYACÁ,15580,QUÍPAMA,0.0,12.0,0.0,0.0,0.0,0.0,96.3,17.3,322.0,25.04,35.27,7.32,18.0,9.17,2.5,0.0,2.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
49,49,15,BOYACÁ,15681,SAN PABLO DE BORBUR,0.0,0.0,0.0,0.0,0.0,2.0,215.19,130.5,44.06,20.77,8.2,4.0,12.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
50,50,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
51,51,15,BOYACÁ,15832,TUNUNGUÁ,0.0,0.0,0.0,7.0,0.0,0.0,64.35,161.57,20.5,62.85,9.7,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
52,52,17,CALDAS,17001,MANIZALES,0.0,0.0,0.0,0.0,0.0,3.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
53,53,17,CALDAS,17272,FILADELFIA,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
54,54,17,CALDAS,17444,MARQUETALIA,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
55,55,17,CALDAS,17541,PENSILVANIA,0.0,0.0,0.0,0.0,43.0,36.0,376.59,161.0,48.97,0.0,32.3,5.0,0.0,0.0,0.0,5.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
56,56,17,CALDAS,17653,SALAMINA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
57,57,17,CALDAS,17662,SAMANÁ,0.0,0.0,0.0,0.0,8.0,57.0,44.5,446.97,282.21,325.71,213.13,33.5,60.27,31.59,47.8,107.253,79.34,70.309,1.5,0.0,0.33,2.5998,1.9803,0.0,0.0,0.0,Territorio con erradicacion intermitente
58,58,18,CAQUETÁ,18001,FLORENCIA,0.0,4.0,870.0,13.12,17.0,1.0,7.0,39.0,93.9,14.0,0.0,78.8,29.0,0.0,0.0,7.0,0.0,0.0,0.752,48.396,0.0,55.7484,255.954,102.4444,10.9718,0.0,Territorio con erradicacion intermitente
59,59,18,CAQUETÁ,18094,BELÉN DE LOS ANDAQUÍES,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,134.5,223.34,0.0,0.0,0.0,1.0,0.0,27.708,0.0,0.0,1.2625,46.255,14.4412,47.7251,1145.8824,102.9392,459.2457,0.0,Territorio con erradicacion intermitente
60,60,18,CAQUETÁ,18150,CARTAGENA DEL CHAIRÁ,870.0,0.0,2.0,7.0,2.0,0.0,139.5,265.0,0.0,8.0,49.5,34.0,485.23,13.8,150.23,80.0,59.2,222.35,463.3,431.985,568.1413,551.4588,814.1298,1375.4855,511.9958,0.0,Territorio con erradicacion intermitente
61,61,18,CAQUETÁ,18410,LA MONTAÑITA,2.0,0.0,0.0,0.0,13.0,2.0,36.0,2.0,306.1,6.2,27.5,3105.11,288.08,701.03,0.0,8.0,5.0,204.36,108.762,77.82,36.2152,1151.3361,723.27591,1847.7346,641.1136,0.0,Territorio con erradicacion intermitente
62,62,18,CAQUETÁ,18460,MILÁN,0.0,0.0,0.0,0.0,21.0,0.0,48.0,20.0,0.0,0.0,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.96825,270.089,4.2297,8.9609,97.402,1254.0178,84.7892,0.0,Territorio con erradicacion intermitente
63,63,18,CAQUETÁ,18479,MORELIA,0.0,0.0,0.68,0.0,46.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
64,64,18,CAQUETÁ,18592,PUERTO RICO,150.0,26.0,0.0,0.0,0.0,7.0,37.0,0.0,316.0,19.75,0.0,19.5,222.06,3.8,0.0,0.0,0.0,110.712,623.75475,851.6473,1157.8885,354.2066,794.9281,86.5272,0.0,0.0,Territorio con erradicacion intermitente
65,65,18,CAQUETÁ,18610,SAN JOSÉ DEL FRAGUA,0.0,0.25,0.0,0.0,0.0,0.0,1.0,11.0,74.0,255.9,612.99,267.39,0.71,0.0,191.72,85.26,19.7448,9.916,29.32,167.92542,1529.8578,335.4701,1027.2442,1590.1875,1343.8002,0.0,Territorio con erradicacion intermitente
66,66,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,0.0,0.0,16.0,0.0,10.0,6.0,8.0,135.0,0.0,8.0,12.0,23.0,97.39,426.72,26.74,5.0,57.3816,107.509,324.66325,725.2105,681.4062,109.6298,11.192,11.1119,1.8296,0.0,Territorio con erradicacion intermitente
67,67,18,CAQUETÁ,18785,SOLITA,34.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,32.64,448.72,12.06,0.0,0.0,0.0,0.0,0.0,0.0,16.09,57.272,0.0,0.0,31.6914,64.795,3.4806,0.0,Territorio con erradicacion intermitente
68,68,19,CAUCA,19050,ARGELIA,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,81.2,13.88,14.3,4.0,3.5,0.0,0.0,1.0,4.0,11.0,3.3,0.0,1.2296,0.0,2.1602,0.0,0.0,Territorio con erradicacion intermitente
69,69,19,CAUCA,19075,BALBOA,0.0,0.63,0.0,0.0,0.0,3.0,1.21,1023.3,3313.37,673.82,0.0,845.24,0.0,7.0,12.6,2.0,9.5,140.7,232.5,73.98,0.0,15.3999,105.6135,6.8009,0.0,0.0,Territorio con erradicacion intermitente
70,70,19,CAUCA,19100,BOLÍVAR,0.0,0.25,0.5,0.0,0.0,0.0,45.59,11.0,654.26,285.54,0.0,72.72,0.0,1.0,64.68,11.0,4.0,2.0,64.004,93.133,19.1024,2.7991,31.4398,148.3361,4.19,0.0,Territorio con erradicacion intermitente
71,71,19,CAUCA,19142,CALOTO,0.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,8.95,2.8,3.2499,0.3402,0.0,1.31,0.3899,0.0,Territorio con erradicacion intermitente
72,72,19,CAUCA,19212,CORINTO,7.0,0.0,3.0,0.0,0.0,6.12,0.0,540.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,2.4,9.4396,5.6099,0.14,0.0,0.0,0.0,Territorio con erradicacion intermitente
73,73,19,CAUCA,19256,EL TAMBO,4.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,2.0,58.82,0.0,1.1,1429.98,52.51,0.0,13.0,5.0,49.189,204.385,537.12,234.8112,730.944,721.6132,137.7236,0.0,0.0,Territorio con erradicacion intermitente
74,74,19,CAUCA,19355,INZÁ,2.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.8,2.28,0.84,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
75,75,19,CAUCA,19397,LA VEGA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,2.0,6.0,7.0,2.0,0.0,8.0,0.0,18.0,15.0,16.0,0.0,0.0,5.2108,0.38,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
76,76,19,CAUCA,19450,MERCADERES,0.0,0.0,0.0,0.67,0.3,20.0,8.55,11.5,48.43,218.63,0.0,25.9,500.26,0.0,147.28,2.0,0.0,1.0,12.517,88.457,0.0,0.0,79.5588,41.1511,8.9108,0.0,Territorio con erradicacion intermitente
77,77,19,CAUCA,19455,MIRANDA,0.0,0.0,8.0,0.0,0.0,0.0,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.743,0.0,80.4311,2.2232,48.2313,0.0,0.0,0.0,Territorio con erradicacion intermitente
78,78,19,CAUCA,19517,PÁEZ,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.755,37.4,17.9602,4.161,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
79,79,19,CAUCA,19532,PATÍA,0.0,1.34,0.0,0.0,0.0,0.0,12.31,66.31,44.28,212.17,2.0,604.25,0.0,0.0,1.0,1.0,8.0,7.1,7.5,4.5,0.0,22.6706,38.2417,0.0,0.0,0.0,Territorio con erradicacion intermitente
80,80,19,CAUCA,19533,PIAMONTE,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.5,1433.43,385.46,11.79,25.75,6.5,8.7,0.0,35.5,51.7,513.202,243.8797,847.4437,1808.2114,0.0,0.0,0.0,Territorio con erradicacion intermitente
81,81,19,CAUCA,19698,SANTANDER DE QUILICHAO,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.35,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,128.5761,5.9498,320.344,0.0,Territorio con erradicacion intermitente
82,82,19,CAUCA,19780,SUÁREZ,0.0,0.0,0.0,0.0,1.5,0.0,1.0,3.0,0.0,8.0,4.2,0.0,0.0,0.0,0.0,4.4,0.0,7.7,8.0,1.33,1.9903,0.69,145.1542,0.0,0.0,0.0,Territorio con erradicacion intermitente
83,83,19,CAUCA,19821,TORIBÍO,6.0,0.0,0.0,0.0,0.0,0.0,8.45,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3298,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
84,84,20,CESAR,20011,AGUACHICA,0.0,0.0,0.0,0.0,0.0,5.0,0.5,15.0,0.0,276.6,150.4,9.02,0.0,18.0,16.08,4.5,8.0,2.4,0.0,0.0,1.0,0.0,0.0,5.0096,0.0,0.0,Territorio con erradicacion intermitente
85,85,23,CÓRDOBA,23001,MONTERÍA,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
86,86,23,CÓRDOBA,23466,MONTELÍBANO,80.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,150.78,16.88,1943.45,347.0,650.75,138.58,3094.14,38.538,76.2,20.0,41.17,116.604,16.9305,124.1197,1670.7793,780.8971,415.2969,241.054,Territorio con erradiacion constante
87,87,23,CÓRDOBA,23570,PUEBLO NUEVO,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
88,88,23,CÓRDOBA,23580,PUERTO LIBERTADOR,2.0,0.0,2.5,0.0,32.0,17.0,154.0,13.0,0.0,1647.83,4100.58,1165.33,1806.26,659.96,485.17,2.488,9.686,0.0,30.52,40.934,25.128,358.522,2156.5458,1927.1861,488.7346,88.776,Territorio con erradicacion intermitente
89,89,23,CÓRDOBA,23807,TIERRALTA,0.0,0.0,11.0,27.0,0.0,89.0,313.0,2349.5,1978.46,1475.68,1245.66,459.91,358.36,630.04,935.48,289.755,68.211,46.8,25.97,135.486,23.9502,1.5202,1850.5696,495.7045,509.6222,4.964,Territorio con erradiacion constante
