,Unnamed: 0,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Categoría
90,90,25,CUNDINAMARCA,25823,TOPAIPÍ,0.0,0.0,0.0,0.0,5.0,4.0,24.2,33.0,186.02,29.35,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.8,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
91,91,25,CUNDINAMARCA,25839,UBALÁ,0.0,0.0,0.0,3.0,0.0,3.0,27.0,33.0,0.01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
92,92,27,CHOCÓ,27413,LLORÓ,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,3.0,0.0,11.5,22.8113,21.0702,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
93,93,27,CHOCÓ,27491,NÓVITA,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,41.59,0.0,115.91,0.0,46.5,4.0,10.0,0.0,49.594,56.142,253.775,68.9028,0.0,65.9097,0.0,0.0,0.0,Territorio con erradicacion intermitente
94,94,27,CHOCÓ,27615,RIOSUCIO,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,3.0,13.0,0.0,1.0,0.0,166.21,249.184,12.5,9.4,63.2,143.842,96.7104,7.5293,698.1329,885.9666,665.5969,0.0,Territorio con erradicacion intermitente
95,95,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,0.0,0.0,0.0,0.0,0.0,62.0,7.0,30.0,181.0,402.51,424.91,228.14,2.0,101.5,232.88,278.58,12.0,159.441,166.1,97.54,553.2463,45.9921,1281.3558,1397.3993,651.3451,0.0,Territorio con erradicacion intermitente
96,96,41,HUILA,41378,LA ARGENTINA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
97,97,41,HUILA,41615,RIVERA,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
98,98,41,HUILA,41791,TARQUI,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
99,99,44,LA GUAJIRA,44090,DIBULLA,0.0,95.0,0.0,0.0,2.0,32.0,0.0,1680.59,678.49,180.34,98.66,86.69,73.83,64.3,0.0,130.5,47.695,14.924,25.0,22.5,11.2799,9.9904,0.0,1.96,0.0,0.0,Territorio con erradicacion intermitente
100,100,47,MAGDALENA,47001,SANTA MARTA,33.0,60.0,26.0,98.93,17.0,0.63,132.14,1184.2,472.7,517.01,932.81,582.67,160.47,204.07,59.26,41.777,21.023,135.748,25.091,17.194,3.6321,37.604,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
101,101,47,MAGDALENA,47189,CIÉNAGA,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,110.89,36.4,16.38,31.52,25.261,7.385,0.214,1.206,0.821,0.0,1.61,1.6002,0.0,0.0,0.0,Territorio con erradicacion intermitente
102,102,50,META,50001,VILLAVICENCIO,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3798,0.0,0.0,0.0,Territorio con erradicacion intermitente
103,103,50,META,50251,EL CASTILLO,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,10.0,25.6,0.0,1.5,7.0,2.52,0.0,3.0,2.0,0.0,20.5,4.46,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
104,104,50,META,50325,MAPIRIPÁN,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,726.93,1005.54,566.93,101.82,31.252,16.5,48.98,115.015,20.2,231.552,5.1209,335.6903,133.6825,265.173,0.0,Territorio con erradicacion intermitente
105,105,50,META,50330,MESETAS,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.05,1.5,270.37,1.5,2.52,88.75,1.0,76.39,90.75,171.963,203.853,10.19,1.52,1.36,0.0,4.6892,0.0,Territorio con erradicacion intermitente
106,106,50,META,50350,LA MACARENA,0.0,0.0,0.0,0.0,86.0,0.0,0.0,139.0,0.0,131.04,8.3,0.0,2.0,1.4,130.3,2.0,73.0,320.0,843.71375,1466.1,832.0678,326.2687,28.7243,32.9909,3.3196,0.0,Territorio con erradicacion intermitente
107,107,50,META,50370,URIBE,0.0,0.0,0.0,0.0,37.0,3.0,0.0,8.0,0.0,62.36,0.0,0.0,0.0,4.0,17.5,0.0,67.0,180.5,197.6,249.254,31.9302,2.98,3.18,3.6195,0.0,0.0,Territorio con erradicacion intermitente
108,108,50,META,50400,LEJANÍAS,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,3.0,53.2,30.72,0.0,24.04,6.53,54.552,3.0,13.0,112.25,18.85,2.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
109,109,50,META,50450,PUERTO CONCORDIA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,997.5,88.22,37.0,350.85,202.47,0.0,0.0,71.98,6.0,40.635,66.24,42.593,614.9,91.182,5.9012,30.0616,6.5999,184.762,0.0,Territorio con erradicacion intermitente
110,110,50,META,50577,PUERTO LLERAS,0.0,0.0,0.0,69.0,0.0,6.0,7.0,44.7,0.0,268.9,125.6,192.52,16.36,9.0,1.2,2.0,0.5,43.4,16.07,92.748,49.3011,20.1895,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
111,111,50,META,50683,SAN JUAN DE ARAMA,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,616.03,73.5,191.37,147.16,5.0,2.0,0.0,0.0,8.65,11.0,403.299,213.739,0.0,8.62,24.5014,16.8107,0.0,0.0,Territorio con erradicacion intermitente
112,112,52,NARIÑO,52001,PASTO,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.7,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
113,113,52,NARIÑO,52079,BARBACOAS,0.0,0.0,0.0,10.0,0.0,2.0,2.61,4.0,0.5,4.06,0.0,1404.92,735.94,0.0,1804.6,1072.005,34.466,108.06,228.8,786.076,0.0,79.412,289.145,0.0,0.0,0.0,Territorio con erradicacion intermitente
114,114,52,NARIÑO,52207,CONSACÁ,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
115,115,52,NARIÑO,52210,CONTADERO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
116,116,52,NARIÑO,52224,CUASPÚD,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
117,117,52,NARIÑO,52227,CUMBAL,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
118,118,52,NARIÑO,52250,EL CHARCO,0.0,0.0,0.0,0.0,4.0,0.0,1.58,1.04,0.0,107.88,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.5,14.664,0.0,2275.111,1298.438,0.0,0.0,Territorio con erradicacion intermitente
119,119,52,NARIÑO,52256,EL ROSARIO,3.0,0.0,0.0,0.0,0.0,0.0,12.95,24.67,1330.88,305.75,543.52,869.02,158.89,221.7,0.0,0.96,4.8,17.05,48.1989,5.8,0.0,1.2,27.413,0.0,0.0,0.0,Territorio con erradicacion intermitente
120,120,52,NARIÑO,52260,EL TAMBO,0.0,0.0,0.0,7.0,0.0,11.0,10.38,20.54,16.65,8.0,3.0,0.0,0.0,0.0,0.0,0.0,99.2374,80.548,72.8232,3.9,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
121,121,52,NARIÑO,52320,GUAITARILLA,0.0,0.0,0.0,0.0,8.0,14.0,10.0,6.0,1.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
122,122,52,NARIÑO,52405,LEIVA,2.0,1.5,0.0,0.0,0.0,0.0,3.92,785.32,479.07,1300.68,78.0,12.29,225.84,0.0,1.0,0.0,0.0,1.5,3.933,0.0,0.19,0.0,0.85,0.0,0.0,0.0,Territorio con erradicacion intermitente
123,123,52,NARIÑO,52411,LINARES,0.0,0.0,0.0,0.73,0.0,0.0,7.18,1.45,0.2,131.15,0.0,0.0,6.0,530.74,435.24,655.343,478.9716,43.558,19.576,3.7,0.0,0.0,55.8653,3.2804,0.0,0.0,Territorio con erradicacion intermitente
124,124,52,NARIÑO,52418,LOS ANDES,0.0,0.0,0.0,0.0,0.0,0.08,2.14,3.34,1.5,1055.83,5.0,0.0,2.0,0.0,0.0,219.568,264.1512,28.468,73.6523,234.8,0.0,24.01,121.6973,11.1198,0.0,0.0,Territorio con erradicacion intermitente
125,125,52,NARIÑO,52540,POLICARPA,0.0,0.0,0.0,1.02,0.0,0.0,6.07,53.04,1040.21,576.62,442.12,3176.85,4098.12,519.87,75.32,305.195,200.876,56.473,68.914,44.47,0.0,0.0,881.0826,1.4102,0.0,0.0,Territorio con erradicacion intermitente
126,126,52,NARIÑO,52678,SAMANIEGO,0.0,0.0,0.0,0.59,0.0,0.0,2.86,2.52,26.42,222.89,22.5,1.5,7.0,0.0,2.0,0.0,16.9112,27.2,113.793,129.15,0.3,0.0,250.3186,0.0,0.0,0.0,Territorio con erradicacion intermitente
127,127,52,NARIÑO,52683,SANDONÁ,0.0,0.0,0.0,0.0,0.0,3.0,6.77,2.6,206.8,12.0,5.0,0.0,0.0,0.0,0.0,3.2,36.3152,0.0,2.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
128,128,52,NARIÑO,52687,SAN LORENZO,0.0,0.0,0.0,7.55,0.0,0.0,15.0,15.23,21.72,37.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
129,129,52,NARIÑO,52786,TAMINANGO,0.0,0.0,1.0,0.08,0.0,1.0,12.62,33.3,30.62,26.68,4.9,0.0,0.0,0.0,0.0,0.0,14.285,23.048,7.489,5.41,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
130,130,52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,0.0,211.0,0.0,0.0,0.4,1035.0,181.93,5869.37,2744.62,7678.3,5300.18,8434.6,15265.07,13542.72,2407.84,3121.621,733.324,1120.075,1472.992,15678.3094,15003.8843,25282.8083,13285.5677,3654.4153,0.0,0.0,Territorio con erradicacion intermitente
131,131,54,NORTE DE SANTANDER,54003,ÁBREGO,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,25.06,20.72,0.0,0.0,26.52,47.6,57.7,26.058,11.397,3.0,21.6308,0.0,44.5987,0.0,0.0,0.0,Territorio con erradicacion intermitente
132,132,54,NORTE DE SANTANDER,54172,CHINÁCOTA,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
133,133,54,NORTE DE SANTANDER,54206,CONVENCIÓN,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,30.6,11.25,6.5,465.48,16.0,2.0,0.0,6.7,5.0,1.5,1.5,240.727,201.3689,137.217,609.7507,229.7515,61.6926,0.0,Territorio con erradicacion intermitente
134,134,54,NORTE DE SANTANDER,54245,EL CARMEN,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,36.36,6.1,0.0,0.0,1.5,10.0,9.04,12.5,12.5,9.5,0.75,29.2,155.9004,260.2135,660.274,157.7736,8.0781,0.0,Territorio con erradicacion intermitente
135,135,54,NORTE DE SANTANDER,54250,EL TARRA,0.0,0.0,18.0,10.0,73.0,52.0,139.0,38.0,0.0,0.0,548.88,25.81,84.51,0.0,7.77,2.3,2.0,58.0,4.0,34.841,127.784,178.7294,588.9601,393.8678,89.1117,0.0,Territorio con erradicacion intermitente
136,136,54,NORTE DE SANTANDER,54385,LA ESPERANZA,80.0,0.0,0.0,0.0,0.0,120.0,88.0,0.0,0.0,688.29,740.31,305.75,54.3,89.63,216.02,79.9,104.9252,52.79,47.622,78.859,68.5487,4.6293,2.0802,1.13,0.0,0.0,Territorio con erradicacion intermitente
137,137,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,475.5,0.0,1.4,0.0,19.0,57.16,0.0,0.0,423.631,1.0,3.5,0.0,0.0,0.0,0.0,1.3904,5.4607,0.0,0.0,Territorio con erradicacion intermitente
138,138,54,NORTE DE SANTANDER,54670,SAN CALIXTO,0.0,0.0,0.0,7.0,7.33,0.0,0.0,0.0,0.0,26.0,71.26,10.0,0.8,0.0,2.42,0.0,0.0,1.0,4.95,24.2,21.7122,148.2344,294.9078,91.8401,0.0,0.0,Territorio con erradicacion intermitente
139,139,54,NORTE DE SANTANDER,54720,SARDINATA,0.0,0.0,0.0,22.0,31.0,0.0,5.0,1257.0,2.57,83.84,43.0,17.3,25.4,236.11,289.86,1855.711,246.574,19.1,10.75,514.217,310.6493,123.722,2869.5713,461.2241,322.4906,0.0,Territorio con erradicacion intermitente
140,140,54,NORTE DE SANTANDER,54800,TEORAMA,0.0,0.0,0.0,3.0,26.0,50.0,3.0,10.0,0.0,0.0,79.4,542.18,468.18,14.01,0.0,20.712,0.0,12.0,4.54,58.691,253.2003,221.0571,641.2562,335.6272,137.4024,0.0,Territorio con erradicacion intermitente
141,141,54,NORTE DE SANTANDER,54810,TIBÚ,49.0,15.0,53.0,23.0,59.0,90.0,49.0,541.0,1043.34,272.59,732.39,1103.76,846.77,53.43,914.32,853.766,20.95,32.9,12.75,163.556,290.1231,285.8181,3300.2583,2246.0932,1419.1932,0.0,Territorio con erradicacion intermitente
142,142,68,SANTANDER,68081,BARRANCABERMEJA,0.0,0.0,0.0,0.0,0.0,4.0,234.0,8.0,10.5,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
143,143,68,SANTANDER,68092,BETULIA,0.0,0.0,0.0,0.0,1.0,6.0,45.0,204.0,10.0,20.04,21.3,6.5,13.04,10.0,6.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
144,144,68,SANTANDER,68101,BOLÍVAR,0.0,0.0,10.0,0.0,0.0,0.0,48.0,31.16,725.2,396.4,1007.85,623.67,152.81,49.88,231.15,130.271,53.112,89.451,68.521,14.1,121.8328,56.6199,221.585,120.7353,0.0,12.488,Territorio con erradicacion intermitente
145,145,68,SANTANDER,68190,CIMITARRA,0.0,15.0,0.0,0.0,0.0,30.0,0.0,228.0,262.28,460.6,121.2,194.16,319.68,17.52,58.13,77.698,3.084,21.0,69.97,49.6,15.7,23.4401,40.9403,33.3024,0.5103,0.0,Territorio con erradicacion intermitente
146,146,68,SANTANDER,68235,EL CARMEN DE CHUCURÍ,0.0,0.0,0.0,0.0,0.0,25.0,3.0,5.0,0.0,0.0,4.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,15.54,2.8091,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
147,147,68,SANTANDER,68255,EL PLAYÓN,0.0,0.0,0.0,10.0,0.0,2.0,0.0,304.0,0.0,6.0,87.64,84.04,97.28,172.93,38.24,47.45,18.6608,9.194,3.3,23.629,21.63,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
148,148,68,SANTANDER,68271,FLORIÁN,100.0,5.0,20.0,35.0,0.0,95.0,174.74,92.8,313.85,116.25,6.8,7.02,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
149,149,68,SANTANDER,68377,LA BELLEZA,0.0,0.0,101.0,0.0,0.0,11.0,0.0,326.0,712.5,121.0,188.6,80.91,172.2,94.88,3.64,61.605,0.0,0.0,0.288,3.884,25.2911,36.0613,4.4,4.1008,0.0,20.216,Territorio con erradicacion intermitente
150,150,68,SANTANDER,68385,LANDÁZURI,0.0,3.0,0.0,0.0,0.0,4.0,22.46,48.8,433.1,178.99,158.7,223.11,54.7,63.62,78.31,43.323,46.3,60.45,26.41,24.8,9.4914,18.4108,10.7003,0.0,0.0,0.0,Territorio con erradicacion intermitente
151,151,68,SANTANDER,68406,LEBRIJA,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
152,152,68,SANTANDER,68547,PIEDECUESTA,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
153,153,68,SANTANDER,68615,RIONEGRO,0.0,0.0,0.0,0.0,3.0,1.0,5.0,98.5,0.0,0.0,18.5,16.01,7.0,0.0,43.85,24.907,10.146,6.46,1.5,1.037,4.1604,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
154,154,68,SANTANDER,68679,SAN GIL,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
155,155,68,SANTANDER,68682,SAN JOAQUÍN,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
156,156,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,0.0,0.0,0.0,0.0,13.0,0.0,0.0,123.0,0.0,5.0,29.9,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
157,157,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,0.0,0.0,200.0,0.0,0.0,0.0,112.0,102.0,10.0,22.9,7.0,9.82,2.04,1.2,0.0,39.1,6.0,34.58,9.33,40.22,24.0509,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
158,158,68,SANTANDER,68773,SUCRE,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,575.79,62.7,580.03,19.5,20.7,41.13,16.69,50.6,12.0,14.6,50.7,46.6424,5.4002,17.1808,5.2106,0.0,0.0,Territorio con erradicacion intermitente
159,159,70,SUCRE,70265,GUARANDA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
160,160,73,TOLIMA,73043,ANZOÁTEGUI,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,Territorio con erradicacion intermitente
161,161,73,TOLIMA,73236,DOLORES,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
162,162,73,TOLIMA,73873,VILLARRICA,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
163,163,76,VALLE DEL CAUCA,76100,BOLÍVAR,0.0,0.0,4.0,70.0,0.0,2.0,0.0,678.5,132.62,0.0,0.0,0.0,2.0,69.49,154.91,12.584,0.0,165.069,24.075,6.9,72.9068,39.8111,507.731,103.7643,25.6416,0.0,Territorio con erradicacion intermitente
164,164,76,VALLE DEL CAUCA,76109,BUENAVENTURA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,45.0,160.3,174.9,655.34,707.14,197.5,337.39,59.371,294.4796,153.554,101.836,130.62,29.5011,7.4521,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
165,165,76,VALLE DEL CAUCA,76233,DAGUA,0.0,0.0,0.0,0.0,4.0,0.0,11.05,42.0,7.0,37.0,26.1,18.5,27.5,173.69,165.45,219.584,16.374,32.7,59.213,9.6,98.9649,0.8505,2.0701,0.0,0.0,0.0,Territorio con erradicacion intermitente
166,166,76,VALLE DEL CAUCA,76250,EL DOVIO,0.0,0.0,4.0,0.0,0.0,9.0,9.0,862.3,61.0,0.0,0.0,477.11,0.0,2.0,2.0,1.5,4.8,0.0,3.605,79.2,67.5537,4.5601,13.2795,0.0,0.0,0.0,Territorio con erradicacion intermitente
167,167,76,VALLE DEL CAUCA,76275,FLORIDA,0.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0201,0.0,2.5497,0.0,0.0,0.0,Territorio con erradicacion intermitente
168,168,81,ARAUCA,81001,ARAUCA,0.0,0.0,0.0,5.0,28.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
169,169,81,ARAUCA,81065,ARAUQUITA,2.0,15.0,30.0,100.0,143.0,657.0,81.0,15.0,134.0,206.7,20.9,41.0,9.0,2.5,0.0,0.0,17.5,44.9,178.48,211.2388,15.3,5.1102,0.0,0.0,0.0,0.0,Territorio con erradicacion intermitente
170,170,81,ARAUCA,81300,FORTUL,1.0,40.0,0.0,0.0,19.0,19.0,0.0,0.0,30.0,28.0,1.5,1.5,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
171,171,81,ARAUCA,81736,SARAVENA,0.0,10.0,18.0,9.0,97.0,41.0,12.0,242.0,110.0,366.41,23.0,15.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
172,172,81,ARAUCA,81794,TAME,8.0,11.0,10.0,69.0,21.0,158.0,43.0,7.0,74.0,55.7,71.5,8.0,16.5,6.0,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
173,173,86,PUTUMAYO,86001,MOCOA,0.0,0.0,0.0,0.0,8.17,4.0,17.0,13.0,30.0,15.5,6.0,15.71,13.38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.5791,64.9869,7.4596,1.701,0.0,Territorio con erradicacion intermitente
174,174,86,PUTUMAYO,86320,ORITO,0.0,0.0,13.0,9.0,1.0,2.0,184.0,1082.4,2.0,3110.99,3948.21,1167.97,453.69,934.25,1411.33,157.788,66.25,137.0,103.4,77.8,626.5903,3419.5026,5659.2261,4954.6758,4727.5747,1920.1911,Territorio con erradiacion constante
175,175,86,PUTUMAYO,86568,PUERTO ASÍS,5.0,17.0,1515.21,26.0,34.0,28.0,9.0,15.0,301.3,592.05,11188.7,1779.95,799.15,1856.56,3231.17,264.533,123.7408,173.56,240.09,120.12,3769.4114,6414.3353,14060.381,9753.7661,9794.6248,2186.8927,Territorio con erradiacion constante
176,176,86,PUTUMAYO,86569,PUERTO CAICEDO,0.0,0.0,0.0,0.0,9.0,0.0,3.21,19.0,70.3,222.15,2350.77,432.51,378.48,824.75,236.79,158.52,112.5432,109.1,75.9,21.52,361.0249,2548.5134,3325.5245,3581.7728,2535.9928,962.3491,Territorio con erradiacion constante
177,177,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,20.0,182.0,230.0,4.0,1.0,18.0,0.0,0.0,0.0,265.95,1358.41,156.29,15.0,215.93,738.8,333.646,1.6,20.75,89.2,58.37,74.1098,73.0803,190.531,187.0994,150.3415,0.0,Territorio con erradicacion intermitente
178,178,86,PUTUMAYO,86749,SIBUNDOY,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Territorio sin intervenir en los últimos 5 años
179,179,86,PUTUMAYO,86755,SAN FRANCISCO,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8399,0.0,Territorio con erradicacion intermitente
180,180,86,PUTUMAYO,86757,SAN MIGUEL,0.0,0.0,30.0,0.0,0.0,5.0,8.0,40.0,2.0,8241.84,3430.04,451.91,132.98,154.9,1200.43,36.0,15.5,71.2,33.4,52.81,1574.9139,4345.21,1934.8798,4450.9139,3925.7636,3398.55,Territorio con erradiacion constante
181,181,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,0.0,0.0,6.88,3.0,45.0,5.0,3.0,388.0,4630.29,11664.8,4014.91,319.66,139.34,68.88,2278.56,95.271,26.0,30.4,11.1,50.78,548.264,4666.6281,3354.9583,6555.3051,6144.5974,3617.5846,Territorio con erradiacion constante
