,CODDEPTO,DEPARTAMENTO,CODMPIO,ENTIDAD,IPM,AÑO
1036,19,CAUCA,19743,SILVIA,43.8,2018
1037,20,CESAR,20000,CESAR,38.45,2018
1038,52,NARIÑO,52320,GUAITARILLA,33.6,2018
1039,25,CUNDINAMARCA,25019,ALBÁN,25.8,2018
1040,25,CUNDINAMARCA,25040,ANOLAIMA,22.7,2018
1041,25,CUNDINAMARCA,25580,PULÍ,46.0,2018
1042,25,CUNDINAMARCA,25572,PUERTO SALGAR,31.0,2018
1043,25,CUNDINAMARCA,25535,PASCA,30.6,2018
1044,25,CUNDINAMARCA,25530,PARATEBUENO,37.4,2018
1045,25,CUNDINAMARCA,25524,PANDI,36.7,2018
1046,25,CUNDINAMARCA,25518,PAIME,55.0,2018
1047,25,CUNDINAMARCA,25513,PACHO,27.7,2018
1048,25,CUNDINAMARCA,25506,VENECIA,38.1,2018
1049,25,CUNDINAMARCA,25491,NOCAIMA,26.2,2018
1050,25,CUNDINAMARCA,25489,NIMAIMA,30.2,2018
1051,25,CUNDINAMARCA,25488,NILO,22.1,2018
1052,25,CUNDINAMARCA,25486,NEMOCÓN,14.2,2018
1053,25,CUNDINAMARCA,25483,NARIÑO,27.8,2018
1054,25,CUNDINAMARCA,25473,MOSQUERA,9.6,2018
1055,25,CUNDINAMARCA,25438,MEDINA,38.5,2018
1056,25,CUNDINAMARCA,25436,MANTA,35.5,2018
1057,25,CUNDINAMARCA,25430,MADRID,10.4,2018
1058,25,CUNDINAMARCA,25426,MACHETÁ,38.2,2018
1059,25,CUNDINAMARCA,25407,LENGUAZAQUE,29.1,2018
1060,25,CUNDINAMARCA,25592,QUEBRADANEGRA,32.1,2018
1061,25,CUNDINAMARCA,25594,QUETAME,37.7,2018
1062,25,CUNDINAMARCA,25596,QUIPILE,44.1,2018
1063,25,CUNDINAMARCA,25599,APULO,28.4,2018
1064,25,CUNDINAMARCA,25793,TAUSA,24.3,2018
1065,25,CUNDINAMARCA,25785,TABIO,9.6,2018
1066,25,CUNDINAMARCA,25781,SUTATAUSA,21.3,2018
1067,25,CUNDINAMARCA,25779,SUSA,27.1,2018
1068,25,CUNDINAMARCA,25777,SUPATÁ,28.2,2018
1069,25,CUNDINAMARCA,25772,SUESCA,14.0,2018
1070,25,CUNDINAMARCA,25769,SUBACHOQUE,12.6,2018
1071,25,CUNDINAMARCA,25758,SOPÓ,8.0,2018
1072,25,CUNDINAMARCA,25754,SOACHA,14.1,2018
1073,25,CUNDINAMARCA,25402,LA VEGA,22.1,2018
1074,25,CUNDINAMARCA,25745,SIMIJACA,22.4,2018
1075,25,CUNDINAMARCA,25740,SIBATÉ,13.5,2018
1076,25,CUNDINAMARCA,25736,SESQUILÉ,17.7,2018
1077,25,CUNDINAMARCA,25718,SASAIMA,22.9,2018
1078,25,CUNDINAMARCA,25662,SAN JUAN DE RÍO SECO,35.6,2018
1079,25,CUNDINAMARCA,25658,SAN FRANCISCO,20.2,2018
1080,25,CUNDINAMARCA,25653,SAN CAYETANO,36.9,2018
1081,25,CUNDINAMARCA,25649,SAN BERNARDO,34.8,2018
1082,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,21.8,2018
1083,25,CUNDINAMARCA,25612,RICAURTE,17.5,2018
1084,25,CUNDINAMARCA,25743,SILVANIA,23.5,2018
1085,25,CUNDINAMARCA,25398,LA PEÑA,50.3,2018
1086,25,CUNDINAMARCA,25394,LA PALMA,39.4,2018
1087,25,CUNDINAMARCA,25386,LA MESA,18.3,2018
1088,25,CUNDINAMARCA,25258,EL PEÑÓN,49.5,2018
1089,25,CUNDINAMARCA,25245,EL COLEGIO,18.3,2018
1090,25,CUNDINAMARCA,25224,CUCUNUBÁ,25.0,2018
1091,25,CUNDINAMARCA,25214,COTA,9.0,2018
1092,25,CUNDINAMARCA,25200,COGUA,12.6,2018
1093,25,CUNDINAMARCA,25183,CHOCONTÁ,27.5,2018
1094,25,CUNDINAMARCA,25181,CHOACHÍ,22.5,2018
1095,25,CUNDINAMARCA,25178,CHIPAQUE,31.1,2018
1096,25,CUNDINAMARCA,25175,CHÍA,6.7,2018
1097,25,CUNDINAMARCA,25260,EL ROSAL,12.8,2018
1098,25,CUNDINAMARCA,25168,CHAGUANÍ,58.7,2018
1099,25,CUNDINAMARCA,25151,CÁQUEZA,21.7,2018
1100,25,CUNDINAMARCA,25148,CAPARRAPÍ,41.2,2018
1101,25,CUNDINAMARCA,25126,CAJICÁ,6.8,2018
1102,25,CUNDINAMARCA,25123,CACHIPAY,20.6,2018
1103,25,CUNDINAMARCA,25120,CABRERA,39.5,2018
1104,25,CUNDINAMARCA,25099,BOJACÁ,16.8,2018
1105,25,CUNDINAMARCA,25095,BITUIMA,29.3,2018
1106,25,CUNDINAMARCA,25086,BELTRÁN,38.3,2018
1107,25,CUNDINAMARCA,25053,ARBELÁEZ,20.0,2018
1108,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,31.2,2018
1109,25,CUNDINAMARCA,25035,ANAPOIMA,22.6,2018
1110,25,CUNDINAMARCA,25269,FACATATIVÁ,10.5,2018
1111,25,CUNDINAMARCA,25281,FOSCA,45.2,2018
1112,25,CUNDINAMARCA,25377,LA CALERA,9.8,2018
1113,25,CUNDINAMARCA,25372,JUNÍN,57.8,2018
1114,25,CUNDINAMARCA,25368,JERUSALÉN,34.9,2018
1115,25,CUNDINAMARCA,25339,GUTIÉRREZ,37.6,2018
1116,25,CUNDINAMARCA,25335,GUAYABETAL,29.6,2018
1117,25,CUNDINAMARCA,25328,GUAYABAL DE SÍQUIMA,29.4,2018
1118,25,CUNDINAMARCA,25326,GUATAVITA,33.1,2018
1119,25,CUNDINAMARCA,25324,GUATAQUÍ,32.9,2018
1120,25,CUNDINAMARCA,25322,GUASCA,15.5,2018
1121,25,CUNDINAMARCA,25279,FÓMEQUE,27.4,2018
1122,25,CUNDINAMARCA,25320,GUADUAS,27.2,2018
1123,25,CUNDINAMARCA,25312,GRANADA,19.9,2018
1124,25,CUNDINAMARCA,25307,GIRARDOT,13.4,2018
1125,25,CUNDINAMARCA,25299,GAMA,42.9,2018
1126,25,CUNDINAMARCA,25297,GACHETÁ,43.2,2018
1127,25,CUNDINAMARCA,25295,GACHANCIPÁ,11.1,2018
1128,25,CUNDINAMARCA,25293,GACHALÁ,51.5,2018
1129,25,CUNDINAMARCA,25290,FUSAGASUGÁ,12.2,2018
1130,25,CUNDINAMARCA,25288,FÚQUENE,23.6,2018
1131,25,CUNDINAMARCA,25286,FUNZA,7.8,2018
1132,25,CUNDINAMARCA,25317,GUACHETÁ,25.7,2018
1133,99,VICHADA,99773,CUMARIBO,91.4,2018
