,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Categoría
223,52,NARIÑO,52250,EL CHARCO,984.49,798.0,699.0,649.0,741.0,741.0,1728.0,2202.0,1130.0,748.0,1080.0,702.0,1020.0,1263.0,1417.79,2819.91,4630.67,5147.73,5318.32,4674.02,8952.35,8694.67,Cultivo permanente
224,52,NARIÑO,52254,EL PEÑOL,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,19.0,86.0,0.0,0.0,1.0,23.0,34.9,51.17,97.31,55.8,50.42,36.62,79.38,72.56,Cultivo permanente
225,52,NARIÑO,52256,EL ROSARIO,28.23,102.0,230.0,221.0,508.0,372.0,434.0,273.0,290.0,253.0,203.0,169.0,127.0,133.0,244.55,573.94,765.36,842.49,782.2,659.08,1576.82,1463.36,Cultivo permanente
226,52,NARIÑO,52260,EL TAMBO,0.0,0.0,0.0,0.0,7.0,0.0,13.0,2.0,4.0,65.0,0.0,0.0,1.0,20.0,114.28,97.62,176.28,98.48,60.07,47.69,115.58,98.87,Cultivo permanente
227,52,NARIÑO,52520,FRANCISCO PIZARRO ,37.42,45.0,16.0,107.0,153.0,192.0,501.0,407.0,189.0,189.0,207.0,59.0,61.0,66.0,91.8,157.38,258.1,304.75,347.51,316.37,501.53,537.65,Cultivo permanente
228,52,NARIÑO,52356,IPIALES,1130.45,350.0,212.0,520.0,629.0,357.0,123.0,215.0,192.0,139.0,247.0,162.0,370.0,664.0,887.49,1132.06,1273.67,928.49,1204.24,967.25,1282.11,1815.79,Cultivo permanente
229,52,NARIÑO,52381,LA FLORIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.06,51.43,83.95,39.87,22.73,14.3,40.87,55.72,Cultivo intermintente
230,52,NARIÑO,52385,LA LLANADA,0.0,12.0,5.88,0.0,1.0,4.0,0.0,7.0,35.0,24.0,3.0,5.0,3.0,28.0,53.35,83.82,146.45,142.47,103.92,86.54,142.44,139.41,Cultivo permanente
231,52,NARIÑO,52390,LA TOLA,15.0,29.0,1.89,94.0,27.0,75.0,184.0,164.0,465.0,139.0,63.0,31.0,41.0,78.0,120.36,119.83,292.3,280.36,279.54,263.19,661.19,527.11,Cultivo permanente
232,52,NARIÑO,52405,LEIVA,10.0,0.0,41.0,40.0,58.0,0.0,185.0,66.0,24.0,36.0,35.0,7.0,2.0,11.0,39.73,212.79,279.18,290.17,272.01,273.54,642.48,580.08,Cultivo permanente
233,52,NARIÑO,52411,LINARES,0.0,0.0,0.0,0.0,43.0,0.0,22.0,5.0,11.0,96.0,15.0,100.0,52.0,122.0,262.52,284.66,558.06,504.71,419.55,368.25,568.55,544.84,Cultivo permanente
234,52,NARIÑO,52418,LOS ANDES ,0.0,0.0,0.0,0.0,0.0,1.0,81.0,2.0,18.0,103.0,33.0,26.0,55.0,93.0,166.25,177.57,364.39,294.95,261.89,202.48,446.07,386.42,Cultivo permanente
235,52,NARIÑO,52427,MAGÜÍ ,1693.61,2398.0,3532.0,2175.0,2139.0,1002.0,2593.0,2240.0,1323.0,1207.0,1563.0,494.0,478.0,586.0,861.96,1273.22,1716.95,2023.63,2148.19,2123.03,3363.19,3747.99,Cultivo permanente
236,52,NARIÑO,52435,MALLAMA ,0.0,0.0,0.07,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,18.12,16.32,13.21,20.81,18.01,Cultivo intermintente
237,52,NARIÑO,52473,MOSQUERA,33.97,119.0,55.0,289.0,38.0,34.0,188.0,140.0,129.0,84.0,222.0,76.0,115.0,118.0,159.05,239.9,218.44,227.25,199.71,249.87,474.07,376.23,Cultivo permanente
238,52,NARIÑO,52490,OLAYA HERRERA ,14.0,690.0,506.0,575.0,517.0,870.0,1972.0,1286.0,1452.0,612.0,1104.0,712.0,719.0,1445.0,2173.01,2572.72,3355.53,3504.58,3561.9,2898.08,6040.57,4994.15,Cultivo permanente
239,52,NARIÑO,52540,POLICARPA,15.0,29.0,215.0,236.0,212.0,545.0,773.0,221.0,389.0,235.0,202.0,165.0,301.0,199.0,326.09,733.27,960.41,936.4,794.31,646.18,1471.86,1291.86,Cultivo permanente
240,52,NARIÑO,52573,PUERRES,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
241,52,NARIÑO,52612,RICAURTE,8.0,23.0,15.92,93.0,1.0,52.0,53.0,6.0,67.0,75.0,68.0,61.0,106.0,93.0,125.81,333.0,784.16,808.56,640.93,565.27,839.1,810.06,Cultivo permanente
242,52,NARIÑO,52621,ROBERTO PAYÁN ,1048.21,2361.0,3509.0,2409.0,2265.0,1011.0,2896.0,2336.0,1539.0,1585.0,2058.0,460.0,858.0,1147.0,1938.22,2404.27,2733.71,2852.94,2990.16,2940.45,3059.39,4869.69,Cultivo permanente
243,52,NARIÑO,52678,SAMANIEGO,0.0,5.0,8.94,0.0,7.0,46.0,24.0,120.0,281.0,531.0,551.0,226.0,336.0,402.0,742.71,1394.6,869.33,856.85,701.62,576.36,773.87,676.78,Cultivo permanente
244,52,NARIÑO,52693,SAN PABLO,0.0,0.0,3.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
245,52,NARIÑO,52683,SANDONÁ,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.64,8.28,16.13,8.82,7.0,7.34,22.59,33.95,Cultivo intermintente
246,52,NARIÑO,52696,SANTA BÁRBARA ,232.7,258.0,274.0,345.0,213.0,1303.0,700.0,706.0,802.0,615.0,587.0,294.0,279.0,368.0,283.68,785.28,530.17,560.34,486.34,426.76,1595.08,1571.38,Cultivo permanente
247,52,NARIÑO,52699,SANTA CRUZ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,11.0,10.0,3.0,14.0,19.0,33.02,61.79,803.08,809.55,626.34,474.26,829.93,677.54,Cultivo permanente
248,52,NARIÑO,52835,TUMACO,1421.36,5585.0,5234.0,4806.0,4004.0,7045.0,5642.0,5865.0,4682.0,5464.0,5593.0,5065.0,6612.0,8963.0,16960.24,23147.95,19516.93,16046.85,11830.26,8832.92,18109.11,20719.9,Cultivo permanente
249,54,NORTE DE SANTANDER,54003,ÁBREGO,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,15.0,20.0,13.0,17.0,22.12,24.03,65.45,73.29,84.43,114.46,88.82,87.41,Cultivo permanente
250,54,NORTE DE SANTANDER,54109,BUCARASICA,0.0,0.0,20.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,6.0,5.0,3.0,3.0,0.0,0.0,3.82,10.64,18.48,41.24,4.87,15.86,Cultivo intermintente
251,54,NORTE DE SANTANDER,54128,CÁCHIRA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,51.0,37.0,164.0,38.0,16.0,15.0,10.32,15.42,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
252,54,NORTE DE SANTANDER,54206,CONVENCIÓN,13.41,33.0,39.0,181.0,15.0,15.0,41.0,54.0,225.0,68.0,180.0,356.0,999.0,553.0,855.88,890.62,1315.66,1686.74,2018.0,2307.93,2004.46,1914.61,Cultivo permanente
253,54,NORTE DE SANTANDER,54001,CÚCUTA,34.05,47.0,43.08,17.0,0.0,0.0,0.0,1.0,38.0,10.0,32.0,38.0,61.0,33.0,55.96,280.97,323.11,316.89,368.82,373.01,478.86,426.76,Cultivo permanente
254,54,NORTE DE SANTANDER,54245,EL CARMEN,4.39,24.0,102.0,212.0,0.0,5.0,58.0,285.0,215.0,86.0,212.0,222.0,871.0,436.0,568.84,664.27,758.44,702.19,1156.82,1181.89,887.6,817.8,Cultivo permanente
255,54,NORTE DE SANTANDER,54250,EL TARRA,589.64,524.0,544.0,783.0,219.0,104.0,764.0,480.0,314.0,217.0,410.0,566.0,662.0,809.0,2074.54,3682.7,4300.6,4916.63,5724.83,5916.4,6248.08,6390.46,Cultivo permanente
256,54,NORTE DE SANTANDER,54261,EL ZULIA,13.37,36.0,26.11,22.0,0.0,0.0,0.0,17.0,10.0,2.0,41.0,18.0,25.0,13.0,14.07,94.1,134.14,152.03,167.66,160.87,220.16,199.19,Cultivo permanente
257,54,NORTE DE SANTANDER,54344,HACARÍ,21.71,9.0,14.74,74.0,30.0,15.0,0.0,0.0,0.0,1.0,48.0,59.0,51.0,103.0,152.46,214.94,386.77,402.71,583.99,572.5,531.94,580.87,Cultivo permanente
258,54,NORTE DE SANTANDER,54385,LA ESPERANZA,0.0,1.0,0.0,0.0,0.0,0.0,64.0,121.0,73.0,61.0,92.0,45.0,30.0,7.0,8.84,11.91,2.02,2.4,5.13,4.86,4.72,0.0,Cultivo intermintente
259,54,NORTE DE SANTANDER,54398,LA PLAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,4.0,0.0,15.0,5.41,6.13,25.59,26.83,42.37,32.71,25.99,26.78,Cultivo intermintente
260,54,NORTE DE SANTANDER,54418,LOURDES,0.0,0.0,4.99,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
261,54,NORTE DE SANTANDER,54498,OCAÑA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.97,9.04,10.62,42.12,47.73,17.57,24.24,16.48,Cultivo permanente
262,54,NORTE DE SANTANDER,54670,SAN CALIXTO,19.56,9.0,13.26,136.0,25.0,13.0,34.0,62.0,42.0,0.0,66.0,134.0,208.0,181.0,736.53,445.04,640.32,765.34,1130.19,1206.77,965.93,959.31,Cultivo permanente
263,54,NORTE DE SANTANDER,54720,SARDINATA,586.05,793.0,864.0,158.0,47.0,26.0,93.0,463.0,245.0,193.0,1125.0,723.0,837.0,1078.0,865.94,3847.36,4112.41,5487.34,6515.98,4602.98,5135.03,4727.37,Cultivo permanente
264,54,NORTE DE SANTANDER,54800,TEORAMA,679.19,217.0,393.0,200.0,84.0,42.0,186.0,296.0,509.0,271.0,298.0,628.0,663.0,680.0,1770.15,1856.7,2479.63,2915.98,3953.83,4216.63,3714.85,3790.4,Cultivo permanente
265,54,NORTE DE SANTANDER,54810,TIBÚ,9677.49,6340.0,2398.0,1266.0,424.0,262.0,702.0,1033.0,982.0,943.0,772.0,1658.0,1905.0,2997.0,4379.08,12787.38,13685.69,16096.74,19892.71,19333.88,22229.6,22081.53,Cultivo permanente
266,54,NORTE DE SANTANDER,54820,TOLEDO,80.11,9.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
267,86,PUTUMAYO,86001,MOCOA,112.0,122.0,91.0,27.04,69.0,145.0,142.0,97.0,37.0,15.0,48.0,107.0,49.0,105.0,106.88,111.2,76.23,70.14,77.08,18.22,44.97,91.63,Cultivo permanente
268,86,PUTUMAYO,86320,ORITO,7629.19,1442.0,352.0,516.0,523.0,1153.0,1740.0,1269.0,583.0,556.0,1086.0,428.0,784.0,1639.0,2189.8,2987.87,3969.91,3949.26,3073.3,2212.62,4421.85,8085.63,Cultivo permanente
269,86,PUTUMAYO,86568,PUERTO ASÍS,8679.57,2898.0,1527.0,543.0,1414.0,2509.0,4531.0,2627.0,1225.0,1551.0,2735.0,1463.0,2150.0,4437.0,6052.03,7453.44,9664.6,7657.88,6809.74,5701.55,7469.92,11504.0,Cultivo permanente
270,86,PUTUMAYO,86569,PUERTO CAICEDO,2340.0,709.0,210.0,141.0,330.0,547.0,929.0,449.0,326.0,281.0,854.0,526.0,682.0,1046.0,1481.21,1782.14,2998.37,2905.02,2616.56,1929.34,2727.81,4658.12,Cultivo permanente
271,86,PUTUMAYO,86571,PUERTO GUZMÁN,4184.77,2494.0,2297.0,1050.0,1928.0,2118.0,1827.0,1077.0,794.0,623.0,1413.0,656.0,624.0,915.0,1298.66,1584.84,2029.9,2014.05,1749.87,1063.81,1457.47,2724.4,Cultivo permanente
272,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,3831.27,3187.0,1454.0,1275.0,2546.0,2562.0,1530.0,1653.0,1150.0,1044.0,1696.0,1218.0,1077.0,1276.0,1804.8,1992.38,1403.95,1104.11,1651.81,1390.14,1924.43,4285.46,Cultivo permanente
273,86,PUTUMAYO,86757,SAN MIGUEL ,4041.29,903.0,600.0,194.4,661.0,756.0,867.0,481.0,263.0,136.0,499.0,416.0,659.0,1094.0,2338.17,3128.4,3553.66,3329.07,3752.43,3603.69,4106.15,6439.95,Cultivo permanente
274,86,PUTUMAYO,86760,SANTIAGO,11.0,8.0,0.0,0.0,3.0,6.0,0.0,8.0,3.0,3.0,0.0,2.0,4.0,6.0,4.64,5.28,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
275,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ ,9269.25,1553.0,850.0,471.0,1033.0,1896.0,2334.0,1319.0,583.0,335.0,1010.0,644.0,1093.0,2050.0,3660.05,4885.79,4132.44,3362.77,3539.45,3353.95,4694.37,7958.61,Cultivo permanente
276,86,PUTUMAYO,86885,VILLAGARZÓN,952.06,410.0,178.0,169.0,456.0,561.0,913.0,678.0,353.0,241.0,611.0,688.0,545.0,1041.0,1131.39,1231.07,1759.91,2015.26,1702.67,712.86,1358.24,2286.63,Cultivo permanente
277,68,SANTANDER,68020,ALBANIA,0.0,5.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
278,68,SANTANDER,68092,BETULIA,0.0,0.0,0.0,62.0,54.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
279,68,SANTANDER,68101,BOLÍVAR,92.55,101.0,307.0,487.0,393.0,284.0,742.0,690.0,272.0,165.0,159.0,30.0,28.0,5.0,4.62,14.58,6.82,3.63,0.0,0.0,3.04,6.04,Cultivo intermintente
280,68,SANTANDER,68176,CHIMA,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
281,68,SANTANDER,68190,CIMITARRA,26.89,120.0,96.0,157.0,84.0,66.0,100.0,330.0,159.0,106.0,45.0,9.0,2.0,0.0,0.0,0.0,3.04,1.55,0.0,0.0,4.68,6.35,Cultivo intermintente
282,68,SANTANDER,68209,CONFINES,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
283,68,SANTANDER,68211,CONTRATACIÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
284,68,SANTANDER,68235,EL CARMEN,0.0,18.0,0.0,0.0,3.0,8.0,4.0,3.0,17.0,0.0,0.0,2.0,0.0,0.0,1.16,4.92,4.51,2.84,0.0,0.0,0.0,0.0,Cultivo intermintente
285,68,SANTANDER,68250,EL PEÑÓN,3.0,0.0,18.27,24.0,21.0,32.0,8.0,36.0,23.0,14.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,Cultivo intermintente
286,68,SANTANDER,68255,EL PLAYÓN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,12.0,60.0,2.0,5.0,5.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
287,68,SANTANDER,68271,FLORIÁN,0.0,0.0,8.92,7.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
288,68,SANTANDER,68322,GUAPOTÁ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
289,68,SANTANDER,68324,GUAVATÁ,0.0,0.0,0.0,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
290,68,SANTANDER,68377,LA BELLEZA,22.06,25.0,25.56,96.0,73.0,96.0,53.0,94.0,72.0,31.0,77.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,Cultivo intermintente
291,68,SANTANDER,68397,LA PAZ,0.0,0.0,4.98,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
292,68,SANTANDER,68385,LANDÁZURI,12.65,43.0,0.91,23.18,77.0,107.0,63.0,126.0,75.0,78.0,34.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
293,68,SANTANDER,68524,PALMAS DEL SOCORRO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
294,68,SANTANDER,68573,PUERTO PARRA,0.0,19.0,2.79,5.0,28.0,16.0,44.0,41.0,21.0,27.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
295,68,SANTANDER,68615,RIONEGRO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,23.0,51.0,2.0,5.0,2.0,1.98,2.24,5.68,0.0,1.21,1.44,0.0,0.0,Cultivo intermintente
296,68,SANTANDER,68655,SABANA DE TORRES,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
297,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,0.0,0.0,0.0,18.81,27.0,4.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
298,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,0.0,45.0,18.0,21.0,2.0,7.0,14.0,2.0,38.0,48.0,35.0,5.0,3.0,2.0,4.92,10.82,3.86,6.24,1.18,1.68,2.4,0.0,Cultivo intermintente
299,68,SANTANDER,68745,SIMACOTA,0.0,19.0,33.0,20.0,1.0,7.0,13.0,7.0,5.0,35.0,10.0,1.0,1.0,0.0,0.0,4.68,6.08,4.08,0.0,0.0,0.0,0.0,Cultivo intermintente
300,68,SANTANDER,68755,SOCORRO,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
301,68,SANTANDER,68773,SUCRE,3.0,55.0,109.0,173.0,199.0,205.0,204.0,449.0,191.0,95.0,86.0,31.0,26.0,7.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
302,68,SANTANDER,68861,VÉLEZ,0.0,0.0,7.29,12.18,19.0,18.0,8.0,0.0,29.0,39.0,19.0,2.0,3.0,1.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
303,76,VALLE DEL CAUCA,76100,BOLÍVAR,0.0,0.0,0.0,0.97,18.0,75.0,2.0,17.0,1.0,15.0,52.0,14.0,23.0,5.0,16.18,31.24,75.42,80.85,17.39,24.76,77.41,156.18,Cultivo permanente
304,76,VALLE DEL CAUCA,76109,BUENAVENTURA,186.35,66.0,32.0,44.0,10.0,149.0,400.0,1651.0,794.0,558.0,842.0,422.0,338.0,539.0,627.86,680.47,1030.16,987.23,918.49,907.79,1273.69,1301.22,Cultivo permanente
305,76,VALLE DEL CAUCA,76001,CALI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
306,76,VALLE DEL CAUCA,76126,CALIMA ,0.0,0.0,5.0,0.0,0.0,57.0,51.0,386.0,134.0,92.0,73.0,46.0,31.0,16.0,24.36,33.55,43.6,44.93,14.54,13.56,45.1,48.77,Cultivo permanente
307,76,VALLE DEL CAUCA,76233,DAGUA,0.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,6.0,1.0,3.14,3.03,45.82,36.61,58.64,38.72,33.93,48.86,Cultivo permanente
308,76,VALLE DEL CAUCA,76364,JAMUNDÍ,0.0,11.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44,3.64,61.56,116.92,1319.94,953.03,1159.51,1083.89,Cultivo intermintente
309,76,VALLE DEL CAUCA,76834,TULUÁ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,4.02,0.0,0.0,0.0,0.0,Cultivo intermintente
310,97,VAUPÉS,97161,CARURÚ,1279.8,1125.0,827.0,638.0,386.0,189.0,157.0,168.0,63.0,60.0,100.0,105.0,125.0,92.0,31.03,96.66,105.46,64.74,25.95,39.33,28.81,17.05,Cultivo permanente
311,97,VAUPÉS,97001,MITÚ,380.52,269.0,230.0,389.0,262.0,259.0,125.0,331.0,190.0,424.0,111.0,125.0,54.0,16.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
312,97,VAUPÉS,97511,PACOA ,36.42,20.0,34.95,0.0,1.0,3.0,16.0,27.0,78.0,183.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
313,97,VAUPÉS,97777,PAPUNAUA ,73.02,58.0,7.89,33.0,21.0,9.0,5.0,26.0,15.0,27.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
314,97,VAUPÉS,97666,TARAIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
315,97,VAUPÉS,97889,YAVARATÉ ,1.0,14.0,57.0,23.69,1.0,0.0,4.0,5.0,4.0,13.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
316,99,VICHADA,99773,CUMARIBO,7943.17,4846.0,3758.0,4629.0,7599.0,5470.0,7109.0,3128.0,3093.0,2705.0,2234.0,1234.0,710.0,507.0,683.14,699.19,652.72,549.97,245.3,120.98,310.83,282.7,Cultivo permanente
317,99,VICHADA,99524,LA PRIMAVERA,122.7,63.0,60.0,63.0,227.0,53.0,108.0,46.0,35.0,38.0,30.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
318,99,VICHADA,99624,SANTA ROSALÍA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cultivo abandonado
